LoadLevel,Node_1_Node_2_cac1,Node_1_Node_2_cac3,Node_1_Node_2_eac1,Node_1_Node_3_cac1,Node_1_Node_3_cac2,Node_1_Node_3_cac3,Node_1_Node_3_eac1,Node_2_Node_3_cac1,Node_2_Node_3_cac2,Node_2_Node_3_cac3,Node_2_Node_3_eac1
06-16 20:00:00+02:00,-0.02625,-0.105,0.0,0.02579490101,-0.06,0.12,0.06,-0.02100922901,0.06,-0.12,0.06
06-16 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0603314548699999,0.06,-0.03,0.05515262663,-0.12,0.06
06-16 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0620560389,0.06,-0.03,-0.06,-0.0143848444999999,0.06
06-16 23:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06461379332,0.06,-0.03,0.0366415774799999,-0.12,0.06
06-17 00:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0077130743999999,0.12,0.06,-0.03,-0.06,-0.0301396066899999,0.06
06-17 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06927333507,0.06,-0.03,0.02573024842,-0.12,0.06
06-17 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0724078207399999,0.06,-0.03,0.02109116419,-0.12,0.06
06-17 03:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.01240520935,0.12,0.06,-0.03,-0.06,-0.0383912046299999,0.06
06-17 04:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.01149243545,0.12,0.06,-0.03,-0.06,-0.03694894789,0.06
06-17 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0131639126599999,0.12,0.06,-0.03,0.02498444786,-0.12,0.06
06-17 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07392908141,0.06,-0.03,-0.06,-0.03384707441,0.06
06-17 07:00:00+02:00,-0.02625,-0.105,0.0525,-0.00935749801,-0.06,0.12,0.06,-0.03,-0.06,0.0426426553099931,0.0337500000000068
06-17 08:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07124599789,0.06,-0.03,-0.06,-0.0383969757899999,0.06
06-17 09:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0696881236199999,0.06,-0.03,-0.06,-0.0366209976199999,0.06
06-17 10:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00765364934,0.12,0.06,-0.03,-0.06,-0.0307342270399999,0.06
06-17 11:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0678929471199999,0.06,-0.03,0.03444803138,-0.12,0.06
06-17 12:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06609072212,0.06,-0.03,0.0422084756799999,-0.12,0.06
06-17 13:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0643619169899999,0.06,-0.03,-0.06,-0.0101931759899999,0.06
06-17 14:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0053629930899999,0.12,0.06,-0.03,0.05620429931,-0.12,0.06
06-17 15:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00660782434,0.12,0.06,-0.03,-0.06,0.0002338983599999,0.06
06-17 16:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0697120482399999,0.06,-0.03,-0.06,0.00122805496,0.06
06-17 17:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0131362085199999,0.12,0.06,-0.03,-0.06,0.0011104474799999,0.06
06-17 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0153833574199999,0.12,0.06,-0.03,-0.06,0.00204203238,0.06
06-17 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07544085117,0.06,-0.03,-0.06,0.0062660344299999,0.06
06-17 20:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07346201438,0.06,-0.03,-0.06,0.00683436492,0.06
06-17 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.01629873462,0.12,0.06,-0.03,-0.06,-0.00594250862,0.06
06-17 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07701020265,0.06,-0.03,0.04256599055,-0.12,0.06
06-17 23:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.01600324276,0.12,0.06,-0.03,0.0359596695399999,-0.12,0.06
06-18 00:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07395004401,0.06,-0.03,0.03316535569,-0.12,0.06
06-18 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0128257388999999,0.12,0.06,-0.03,-0.06,-0.0291020436999999,0.06
06-18 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.01291198324,0.12,0.06,-0.03,0.0284622628599999,-0.12,0.06
06-18 03:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0134598650699999,0.12,0.06,-0.03,0.02664644373,-0.12,0.06
06-18 04:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0134047275699999,0.12,0.06,-0.03,-0.06,-0.0326851883699999,0.06
06-18 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07154352699,0.06,-0.03,-0.06,-0.02584557949,0.06
06-18 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0074218377599999,0.12,0.06,-0.03,0.04061662804,-0.12,0.06
06-18 07:00:00+02:00,-0.02625,-0.105,0.0,0.02911410304,-0.06,0.12,0.06,-0.03,0.04425159766,-0.12,0.06
06-18 08:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.11399793111,0.06,-0.03,0.0441722820899999,-0.12,0.06
06-18 09:00:00+02:00,-0.02625,-0.105,0.0,0.0207199600499999,-0.06,0.12,0.06,-0.03,-0.06,-0.0150274437499999,0.06
06-18 10:00:00+02:00,-0.02625,-0.105,0.0,0.01623710264,-0.06,0.12,0.06,-0.03,-0.06,-0.0105933520399999,0.06
06-18 11:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01465974139,0.12,0.06,-0.03,-0.06,-0.0077475378099999,0.06
06-18 12:00:00+02:00,-0.02625,-0.105,0.0,0.01699797139,-0.06,0.12,0.06,-0.03,-0.06,-0.00612486499,0.06
06-18 13:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0117050351399999,0.12,0.06,-0.03,-0.06,-0.00380183516,0.06
06-18 14:00:00+02:00,-0.02625,-0.105,0.0,0.0204987773599999,-0.06,0.12,0.06,-0.03,0.05927443924,-0.12,0.06
06-18 15:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.05239072198,0.06,-0.03,-0.06,0.0020706428199999,0.06
06-18 16:00:00+02:00,-0.02625,-0.105,0.0,0.0236191722499999,-0.06,0.12,0.06,0.03,0.00386353175,-0.12,0.06
06-18 17:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0046749464999999,0.12,0.06,0.03,0.0047942529999999,-0.12,0.06
06-18 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.00279285813,0.12,0.06,-0.0241475453699999,0.06,-0.12,0.06
06-18 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.00090470783,0.12,0.06,0.03,0.00854450123,-0.12,0.06
06-18 20:00:00+02:00,-0.02625,-0.105,0.0,0.0298884109199999,-0.06,0.12,0.06,0.03,0.00778344388,-0.12,0.06
06-18 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0017057418699999,0.12,0.06,-0.03,0.05671851373,-0.12,0.06
06-18 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06489121861,0.06,-0.03,-0.06,-0.01625856041,0.06
06-18 23:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0693717916999999,0.06,-0.03,-0.06,-0.0272308568999999,0.06
06-19 00:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0098867856999999,0.12,0.06,-0.03,-0.06,-0.0326615355099999,0.06
06-19 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06997951745,0.06,-0.03,0.0246446148399999,-0.12,0.06
06-19 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00941425833,0.12,0.06,-0.03,-0.06,-0.03708527113,0.06
06-19 03:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0692343617,0.06,-0.03,-0.06,-0.0371947413199999,0.06
06-19 04:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0685247491999999,0.06,-0.03,-0.06,-0.0359274651599999,0.06
06-19 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06798991458,0.06,-0.03,-0.06,-0.0305228701799999,0.06
06-19 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06235381695,0.06,-0.03,0.03668420895,-0.12,0.06
06-19 07:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0542755966799999,0.06,-0.03,-0.06,-0.0189872160799999,0.06
06-19 08:00:00+02:00,-0.02625,-0.105,0.0,0.01814022499,-0.06,0.12,0.06,-0.03,-0.06,-0.01907371149,0.06
06-19 09:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01507876352,0.12,0.06,-0.03,-0.06,-0.0184401852799999,0.06
06-19 10:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.04319967348,0.06,-0.03,-0.06,-0.01702734538,0.06
06-19 11:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1025876873999999,0.06,-0.03,-0.06,-0.0148031517,0.06
06-19 12:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0442443734799999,0.06,-0.03,-0.06,-0.0136522400799999,0.06
06-19 13:00:00+02:00,-0.02625,-0.105,0.0,0.0150902623999999,-0.06,0.12,0.06,-0.03,0.0488054882,-0.12,0.06
06-19 14:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0462007936499999,0.06,-0.03,-0.06,-0.0080151603499999,0.06
06-19 15:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.10995641435,0.06,-0.03,0.0529312252499999,-0.12,0.06
06-19 16:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0052749183399999,0.12,0.06,-0.03,0.05281406304,-0.12,0.06
06-19 17:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0585836191599999,0.06,-0.03,-0.06,-0.0074531939599999,0.06
06-19 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06209699611,0.06,-0.03,-0.06,-0.00604496521,0.06
06-19 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0042409634099999,0.12,0.06,-0.03,-0.06,-0.00070040981,0.06
06-19 20:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06379636341,0.06,-0.03,-0.06,8.605590000015928e-06,0.06
06-19 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0047280148599999,0.12,0.06,-0.03,-0.06,-0.0095954865599999,0.06
06-19 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00770251249,0.12,0.06,-0.03,0.03883136781,-0.12,0.06
06-19 23:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07158268469,0.06,-0.03,-0.06,-0.03010475159,0.06
06-20 00:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0729812586099999,0.06,-0.03,-0.06,-0.03601696387,0.06
06-20 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.07203261197,0.06,-0.03,0.02254957531,-0.12,0.06
06-20 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0112462011599999,0.12,0.06,-0.03,-0.06,-0.0383745676399999,0.06
06-20 03:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0699769965899999,0.06,-0.03,0.02266669183,-0.12,0.06
06-20 04:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06865286534,0.06,-0.03,0.0253874961799999,-0.12,0.06
06-20 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00650936991,0.12,0.06,-0.03,-0.06,-0.02850372246,0.06
06-20 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.06230237111,0.06,-0.03,0.03805795879,-0.12,0.06
06-20 07:00:00+02:00,-0.02625,-0.105,0.0,0.022776186,-0.06,0.12,0.06,-0.03,0.0442082705999999,-0.12,0.06
06-20 08:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0170753420099999,0.12,0.06,-0.03,-0.06,-0.01194561379,0.06
06-20 09:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.09565339499,0.06,-0.03,-0.06,-0.00764660399,0.06
06-20 10:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.02773410837,0.12,0.06,-0.03,0.05614239027,-0.12,0.06
06-20 11:00:00+02:00,-0.02625,-0.105,0.0,0.0009685657799999,-0.06,0.12,0.06,-0.03,-0.06,-0.0003695672799999,0.06
06-20 12:00:00+02:00,-0.02625,-0.105,0.0,0.0009133728799999,-0.06,0.12,0.06,-0.03,-0.06,0.00243404222,0.06
06-20 13:00:00+02:00,-0.02625,-0.105,0.0,0.00104636578,-0.06,0.12,0.06,-0.03,-0.06,0.0063546755199999,0.06
06-20 14:00:00+02:00,-0.02625,-0.105,0.0,0.0029844407799999,-0.06,0.12,0.06,-0.0212662348799999,0.06,-0.12,0.06
06-20 15:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0241238504299999,0.12,0.06,-0.01890201457,0.06,-0.12,0.06
06-20 16:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0982734004099999,0.06,-0.0176800052099999,0.06,-0.12,0.06
06-20 17:00:00+02:00,-0.02625,-0.105,0.0,0.01195730666,-0.06,0.12,0.06,-0.03,-0.06,0.01202274944,0.06
06-20 18:00:00+02:00,-0.02625,-0.105,0.0,0.01560971543,-0.06,0.12,0.06,-0.0187533403299999,0.06,-0.12,0.06
06-20 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0470978162799999,0.06,-0.03,-0.06,0.01571701752,0.06
06-20 20:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.10880048503,0.06,-0.03,-0.06,0.01449983957,0.06
06-20 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0071792783199999,0.12,0.06,-0.03,-0.06,0.00332972862,0.06
06-20 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.05445182049,0.06,-0.03,0.05304807971,-0.12,0.06
06-20 23:00:00+02:00,-0.02625,-0.105,0.0,0.0269613456099999,-0.06,0.12,0.06,-0.03,-0.06,-0.0151501982099999,0.06
06-21 00:00:00+02:00,-0.02625,-0.105,0.0,0.02792976277,-0.06,0.12,0.06,-0.03,-0.06,-0.02004853835,0.06
06-21 01:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1162657564999999,0.06,-0.03,-0.06,-0.0218082439899999,0.06
06-21 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0540874064999999,0.06,-0.03,0.03780002457,-0.12,0.06
06-21 03:00:00+02:00,-0.02625,-0.105,0.0,0.02248633148,-0.06,0.12,0.06,-0.03,0.0386546023299999,-0.12,0.06
06-21 04:00:00+02:00,-0.02625,-0.105,0.0,0.0213547689799999,-0.06,0.12,0.06,-0.03,0.0385523822399999,-0.12,0.06
06-21 05:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.109855419,0.06,-0.03,0.0424398930299999,-0.12,0.06
06-21 06:00:00+02:00,-0.02625,-0.105,0.0,0.01539724402,-0.06,0.12,0.06,-0.03,0.0507132993899999,-0.12,0.06
06-21 07:00:00+02:00,-0.02625,-0.105,0.0,0.00729955657,-0.06,0.12,0.06,-0.03,-0.06,-0.0023448366699999,0.06
06-21 08:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.08921317223,0.06,-0.03,-0.06,0.00259195177,0.06
06-21 09:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0355341339799999,0.12,0.06,-0.03,-0.06,0.0068337545799999,0.06
06-21 10:00:00+02:00,-0.02625,-0.105,0.0,-0.0083671027,-0.06,0.12,0.06,-0.03,-0.06,0.0117012385,0.06
06-21 11:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.02178259416,0.06,-0.0160993134599999,0.06,-0.12,0.06
06-21 12:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0823668847999999,0.06,-0.03,-0.06,0.0168516849,0.06
06-21 13:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.03747683084,0.12,0.06,-0.0083046394599999,0.06,-0.12,0.06
06-21 14:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0361099683399999,0.12,0.06,-0.03,-0.06,0.0261968967399999,0.06
06-21 15:00:00+02:00,-0.02625,-0.105,0.0,-0.0035191214699999,-0.06,0.12,0.06,-0.03,-0.06,0.0289485299699999,0.06
06-21 16:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.03221486835,0.12,0.06,-0.03,-0.06,0.03212925105,0.06
06-21 17:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0318762808499999,0.12,0.06,-0.03,-0.06,0.0352683464499999,0.06
06-21 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0294595089999999,0.12,0.06,-0.03,-0.06,0.0353127852999999,0.06
06-21 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.02839143086,0.12,0.06,-0.03,-0.06,0.03768694716,0.06
06-21 20:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0922526941399999,0.06,0.00375640826,0.06,-0.12,0.06
06-21 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0329015222499999,0.06,-0.03,-0.06,0.02487331005,0.06
06-21 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0260600590199999,0.12,0.06,-0.0139897788799999,0.06,-0.12,0.06
06-21 23:00:00+02:00,-0.02625,-0.105,0.0,0.0054776190399999,-0.06,0.12,0.06,-0.03,-0.06,0.0090327156599999,0.06
06-22 00:00:00+02:00,-0.02625,-0.105,0.0,0.00499271067,-0.06,0.12,0.06,-0.03,-0.06,0.0052788841299999,0.06
06-22 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.02647231148,0.12,0.06,-0.03,-0.06,0.00379152091,0.06
06-22 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0328556555699999,0.06,-0.03,-0.06,0.00115319428,0.06
06-22 03:00:00+02:00,-0.02625,-0.105,0.0,0.00317674137,-0.06,0.12,0.06,-0.03,-0.06,-0.0001769642799999,0.06
06-22 04:00:00+02:00,-0.02625,-0.105,0.0,0.0030997101199999,-0.06,0.12,0.06,-0.03,-0.06,-0.0024445102299999,0.06
06-22 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0333448930699999,0.06,-0.03,-0.06,-0.0005053913399999,0.06
06-22 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0316431731699999,0.06,0.03,0.00565180011,-0.12,0.06
06-22 07:00:00+02:00,-0.02625,-0.105,0.0,-0.0030845603599999,-0.06,0.12,0.06,-0.03,-0.06,0.0116701373599999,0.06
06-22 08:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.021888174,0.06,-0.0144110175,0.06,-0.12,0.06
06-22 09:00:00+02:00,-0.02625,-0.105,0.0,-0.0118015379499999,-0.06,0.12,0.06,-0.03,-0.06,0.0183157285499999,0.06
06-22 10:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.07709825295,0.06,-0.03,-0.06,0.02088483445,0.06
06-22 11:00:00+02:00,-0.02625,-0.105,0.0,-0.0130555274599999,-0.06,0.12,0.06,-0.03,-0.06,0.0245805568599999,0.06
06-22 12:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0419097908,0.12,0.06,-0.03,-0.06,0.0274039929,0.06
06-22 13:00:00+02:00,-0.02625,-0.105,0.0,-0.00918089621,-0.06,0.12,0.06,-0.03,-0.06,0.03100031491,0.06
06-22 14:00:00+02:00,-0.02625,-0.105,0.0,-0.00660012121,-0.06,0.12,0.06,0.0051192158099999,0.06,-0.12,0.06
06-22 15:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.03362153,0.12,0.06,-0.03,-0.06,0.039120321,0.06
06-22 16:00:00+02:00,-0.02625,-0.105,0.0,-0.00058194961,-0.06,0.12,0.06,-0.03,-0.06,0.04255846961,0.06
06-22 17:00:00+02:00,-0.02625,-0.105,0.0,0.00532980039,-0.06,0.12,0.06,0.00980114641,0.06,-0.12,0.06
06-22 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0189087584,0.12,0.06,-0.03,-0.06,0.0353000877,0.06
06-22 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0421054469899999,0.06,-0.03,-0.06,0.03660933591,0.06
06-22 20:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0421832032399999,0.06,-0.03,-0.06,0.0330961103599999,0.06
06-22 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0370844665999999,0.06,-0.03,-0.06,0.0280065355,0.06
06-22 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01925460725,0.12,0.06,-0.03,-0.06,0.01526865245,0.06
06-22 23:00:00+02:00,-0.02625,-0.105,0.0,0.0126000549899999,-0.06,0.12,0.06,-0.03,-0.06,0.00669544821,0.06
06-23 00:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.09759646086,0.06,-0.03,-0.06,0.0071072070399999,0.06
06-23 01:00:00+02:00,-0.02625,-0.105,0.0,0.0032302724299999,-0.06,0.12,0.06,0.03,0.0077342506699999,-0.12,0.06
06-23 02:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0934063277599999,0.06,-0.03,-0.06,0.00602879645,0.06
06-23 03:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.03304958378,0.06,-0.03,-0.06,0.0055674079699999,0.06
06-23 04:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.09323153355,0.06,-0.03,-0.06,0.00620407146,0.06
06-23 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.03468605183,0.06,-0.03,-0.06,0.0096620396699999,0.06
06-23 06:00:00+02:00,-0.02625,-0.105,0.0,0.00548789558,-0.06,0.12,0.06,-0.03,-0.06,0.0135586343199999,0.06
06-23 07:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.02550668474,0.12,0.06,-0.0159128517599999,0.06,-0.12,0.06
06-23 08:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.03028198123,0.06,0.03,0.0152222097699999,-0.12,0.06
06-23 09:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.02983153011,0.12,0.06,0.03,0.01475700551,-0.12,0.06
06-23 10:00:00+02:00,-0.02625,-0.105,0.0,0.0001214897899999,-0.06,0.12,0.06,-0.03,-0.06,0.01707519341,0.06
06-23 11:00:00+02:00,-0.02625,-0.105,0.0,0.0013392840099999,-0.06,0.12,0.06,-0.03,-0.06,0.0195676476899999,0.06
06-23 12:00:00+02:00,-0.02625,-0.105,0.0,0.0046668652599999,-0.06,0.12,0.06,-0.03,-0.06,0.02143640024,0.06
06-23 13:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0989989025199999,0.06,-0.03,-0.06,0.02238451838,0.06
06-23 14:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.04538185229,0.06,-0.03,-0.06,0.02448970951,0.06
06-23 15:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.00999251021,0.12,0.06,-0.0041607567899999,0.06,-0.12,0.06
06-23 16:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0040225724799999,0.12,0.06,0.03,0.0224456250799999,-0.12,0.06
06-23 17:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.0028197654799999,0.12,0.06,-0.0132245155799999,0.06,-0.12,0.06
06-23 18:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.00232263446,0.12,0.06,-0.03,-0.06,0.01707279154,0.06
06-23 19:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0012980592899999,0.12,0.06,-0.03,-0.06,0.0235652993899999,0.06
06-23 20:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.05105756063,0.06,-0.03,-0.06,0.02891115537,0.06
06-23 21:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0151571847399999,0.12,0.06,0.03,0.02421301494,-0.12,0.06
06-23 22:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01603110465,0.12,0.06,-0.03,-0.06,0.01498485265,0.06
06-23 23:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01827260651,0.12,0.06,-0.03,-0.06,0.01031129661,0.06
06-24 00:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.0416071672399999,0.06,0.03,0.0051314695599999,-0.12,0.06
06-24 01:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.04217360042,0.06,-0.03,-0.06,0.0010182929799999,0.06
06-24 02:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01568582264,0.12,0.06,-0.03,0.05628025914,-0.12,0.06
06-24 03:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.1028961919099999,0.06,-0.03,0.05673411428,-0.12,0.06
06-24 04:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01868047479,0.12,0.06,-0.03,-0.06,-0.00173912667,0.06
06-24 05:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.01987211445,0.12,0.06,-0.03,-0.06,0.0038241006499999,0.06
06-24 06:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0230947457,0.12,0.06,-0.0188402186999999,0.06,-0.12,0.06
06-24 07:00:00+02:00,-0.02625,-0.105,0.0,0.00216672736,-0.06,0.12,0.06,-0.01603036526,0.06,-0.12,0.06
06-24 08:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.0341926533499999,0.12,0.06,-0.03,-0.06,0.01527651785,0.06
06-24 09:00:00+02:00,-0.02625,-0.105,0.0,-0.00691850109,-0.06,0.12,0.06,0.03,0.0168288080899999,-0.12,0.06
06-24 10:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0816255949199999,0.06,-0.03,-0.06,0.0197543664799999,0.06
06-24 11:00:00+02:00,-0.02625,-0.105,0.0,-0.03,0.06,0.02211744083,0.06,-0.03,-0.06,0.02233956757,0.06
06-24 12:00:00+02:00,-0.02625,-0.105,0.0,-0.00780426542,-0.06,0.12,0.06,-0.03,-0.06,0.02724755262,0.06
06-24 13:00:00+02:00,-0.02625,-0.105,0.0,-0.03,-0.03678627588,0.12,0.06,-0.03,-0.06,0.03244074958,0.06
06-24 14:00:00+02:00,-0.02625,-0.105,0.0,-0.00448176758,-0.06,0.12,0.06,0.03,0.03593494758,-0.12,0.06
06-24 15:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0871822574199999,0.06,-0.03,-0.06,0.0394927566799999,0.06
06-24 16:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.0882640178699999,0.06,0.01314847983,0.06,-0.12,0.06
06-24 17:00:00+02:00,-0.02625,-0.105,0.0,0.03,-0.06,0.08988936378,0.06,0.0143602473199999,0.06,-0.12,0.06
06-24 18:00:00+02:00,-0.02625,-0.105,0.0,0.0014466117399999,-0.06,0.12,0.06,0.01467919726,0.06,-0.12,0.06
