,122_WIND_1,N_106,N_105,Network_Line_Out_N_118_N_121_cac1,N_103,N_118,Network_Line_Out_N_109_N_111_cac1,N_119,N_114,Network_Line_Out_N_101_N_102_cac1,N_104,N_101,N_113,Network_Line_Out_N_115_N_116_cac1,N_120,N_102,113_PV_1,N_116,N_115,N_108,Network_Line_Out_N_106_N_108_cac1,N_110,N_107,104_PV_1,Network_Line_Out_N_103_N_124_cac1,N_109,Network_Line_Out_N_117_N_118_cac1,102_PV_1,102_PV_2,119_PV_1
07-07 11:00:00+02:00,0.024618784,0.010618385,0.015778802,0.002295842,0.010372582,0.003535844,3.60E-05,0.004784658,0.00845475,0.009561089,0.009431829,0.00714298,0.003994058,0.00537546,0.005248712,0,0.008905578,0.004618503,0.005725947,0.004162241,0.000147784,0.004162893,0.007865003,0.010423497,0.010265195,0.004484128,7.06E-20,0.006856074,0.006714291,0.002983434
07-07 12:00:00+02:00,0.025128841,0.010863711,0.0150367,0.002295842,0.010134424,0.003213633,3.60E-05,0.004697406,0.00849318,0.009561089,0.009348553,0.00761589,0.003540901,0.00537546,0.004635738,0,0.008753876,0.004678391,0.005686161,0.004367252,0.000143681,0.003940614,0.008142233,0.01011356,0.010265195,0.004401816,7.06E-20,0.007280851,0.007130284,0.002858258
07-07 13:00:00+02:00,0.024951907,0.011024646,0.013674151,0.002295842,0.009845346,0.003081357,3.60E-05,0.004396918,0.008397104,0.009561089,0.009127832,0.007854503,0.003028892,0.00537546,0.004436601,0,0.008636845,0.004572937,0.005633572,0.003963718,0.00013843,0.003800482,0.008080626,0.00922711,0.010265195,0.00436253,1.01E-19,0.00715427,0.007006321,0.003264858
07-07 14:00:00+02:00,0.025280141,0.010687076,0.012579246,0.002303502,0.009604935,0.003130537,3.57E-05,0.003977263,0.008243381,0.009546128,0.009088904,0.007489493,0.002875878,0.005370951,0.004186647,0,0.008630581,0.004522163,0.005587615,0.003752479,0.000137588,0.003950278,0.0078342,0.007764692,0.01026663,0.004482257,1.13E-05,0.006680808,0.00654265,0.003273729
07-07 15:00:00+02:00,0.025540177,0.01102072,0.012092621,0.002341102,0.009422656,0.003730867,3.39E-05,0.003831781,0.007782213,0.009557788,0.009029608,0.007086255,0.002713056,0.005374151,0.004280975,0,0.007944715,0.004596371,0.005591176,0.003566931,0.000136293,0.004182221,0.00764938,0.005785026,0.010264241,0.004590759,3.95E-05,0.005792305,0.005672521,0.002978553
07-07 16:00:00+02:00,0.024836494,0.011762588,0.011934468,0.002371176,0.009438428,0.004633058,3.63E-05,0.003788366,0.007282614,0.009588347,0.008959,0.006924097,0.003109323,0.005347773,0.004581428,0,0.006817338,0.004710288,0.005615678,0.003377491,0.000137288,0.004216046,0.007526167,0.003435553,0.010255383,0.004708615,5.57E-05,0.004812518,0.004712996,0.002346176
07-07 17:00:00+02:00,0.022958654,0.012608474,0.012116952,0.002408643,0.00967974,0.004911178,4.83E-05,0.004023169,0.007417121,0.009577898,0.00901825,0.00687847,0.003540901,0.0053249,0.004716727,0,0.004913287,0.004893856,0.005657931,0.003439253,0.000137384,0.004370675,0.007495364,0.001180784,0.010242919,0.004704873,6.48E-05,0.003381178,0.003311255,0.001260083
07-07 18:00:00+02:00,0.021170115,0.012728193,0.012311602,0.002431575,0.009915644,0.005223214,5.37E-05,0.004403136,0.007724567,0.009563936,0.008939942,0.00694691,0.00356248,0.005335737,0.004805656,0,0.00267786,0.004871073,0.005696177,0.003663208,0.000156614,0.004554297,0.007587774,0.000176588,0.010239231,0.004616949,5.72E-05,0.001796479,0.001759328,0.000538356
07-07 19:00:00+02:00,0.017898619,0.012836136,0.012640074,0.002458217,0.009816505,0.005457241,5.97E-05,0.004511731,0.008070443,0.009552865,0.009635479,0.00720217,0.003393772,0.005342907,0.00454141,0,0.001021224,0.004707033,0.005739054,0.004077123,0.000292663,0.005129322,0.007895807,0,0.010234529,0.00485079,5.01E-05,0.000623169,0.000610282,0.000197549
07-07 20:00:00+02:00,0.015016641,0.013416415,0.013151029,0.002479735,0.009786539,0.005384319,6.19E-05,0.004997317,0.008339458,0.00955471,0.009493518,0.00763747,0.003315303,0.005349912,0.004290503,0,0.000165688,0.004628268,0.005672926,0.004334035,0.000413885,0.004803152,0.008173036,0,0.010233249,0.0046712,4.51E-05,0.000214214,0.000209784,9.29E-05
07-07 21:00:00+02:00,0.012773964,0.012755015,0.01256708,0.002469523,0.010391283,0.005684485,6.10E-05,0.004788333,0.008281812,0.009551412,0.008860957,0.008086334,0.003519322,0.005335217,0.004343543,0,0,0.004511096,0.005589526,0.004959449,0.000454525,0.003631357,0.007680184,0,0.010233531,0.00407631,4.62E-05,0,0,9.08E-06
07-07 22:00:00+02:00,0.012280002,0.011122122,0.009671664,0.00245895,0.010463834,0.005001058,5.75E-05,0.003844053,0.008185735,0.009538501,0.007711829,0.007091804,0.003075974,0.00531539,0.00348919,0,0,0.004225979,0.005482138,0.004729265,0.000432286,0.002662512,0.006540462,0,0.010236061,0.003369176,5.15E-05,0,0,0
07-07 23:00:00+02:00,0.011913615,0.009457827,0.006812744,0.002455859,0.009553338,0.004022553,5.34E-05,0.002986859,0.008358673,0.009536867,0.006608539,0.005970877,0.002562004,0.005309643,0.002877486,0,0,0.003852984,0.005359266,0.003866403,0.000394649,0.00200534,0.005031101,0,0.01023886,0.002877175,5.62E-05,0,0,0
07-08 00:00:00+02:00,0.011076515,0.008379699,0.005279877,0.002422769,0.008911867,0.003313688,4.99E-05,0.002447203,0.007820643,0.009543983,0.005904264,0.005017658,0.002000952,0.005328648,0.002486516,0,0,0.003762502,0.005210822,0.003193759,0.000291859,0.001613936,0.003922183,0,0.010244138,0.002589083,4.59E-05,0,0,0
07-08 01:00:00+02:00,0.011137083,0.007645682,0.004282296,0.002405552,0.008550238,0.002927035,4.73E-05,0.002269332,0.007378691,0.009548088,0.00546167,0.004432532,0.00165569,0.0053479,0.002083478,0,0,0.003715633,0.005110171,0.002644901,0.000146865,0.001558367,0.003059691,0,0.010249087,0.002461874,3.65E-05,0,0,0
07-08 02:00:00+02:00,0.010615103,0.007157646,0.003905162,0.002392794,0.008162021,0.002825284,4.93E-05,0.002284023,0.006975169,0.009537901,0.005257771,0.004031144,0.001689039,0.005352386,0.002130483,0,0,0.003639472,0.005096879,0.002268615,0.000136608,0.001551119,0.002536035,0,0.01024846,0.00247684,3.46E-05,0,0,0
07-08 03:00:00+02:00,0.010289253,0.007287178,0.004136309,0.002403706,0.008147826,0.00302709,4.94E-05,0.002022575,0.0067638,0.009540363,0.00522232,0.003900431,0.001957794,0.005352565,0.002592278,0,0,0.003603669,0.005047404,0.002109796,0.000136721,0.001732324,0.002258805,0,0.010248538,0.002619015,3.40E-05,0,0,8.57E-05
07-08 04:00:00+02:00,0.009935385,0.008000261,0.004501277,0.002444912,0.008594174,0.003352693,5.72E-05,0.002680895,0.0067638,0.009528467,0.005420122,0.004234612,0.0024443,0.005330742,0.003715323,0,1.08E-05,0.00363817,0.005151901,0.002062566,0.000280648,0.002703585,0.002197198,0.000161228,0.010240559,0.003161525,4.08E-05,0.000149707,0.000146611,0.000148522
07-08 05:00:00+02:00,0.009119985,0.010541189,0.007919815,0.002489552,0.009259528,0.004824689,6.42E-05,0.005455033,0.007128891,0.009515823,0.006890385,0.005629297,0.004060756,0.005335237,0.006423209,0,0.000428302,0.004425171,0.005519837,0.002228391,0.000404613,0.004544632,0.003213707,0.001048645,0.010237836,0.003932264,3.93E-05,0.000260465,0.000255079,0.000488651
07-08 06:00:00+02:00,0.010051393,0.014116414,0.011472175,0.00250038,0.010178361,0.006878362,6.18E-05,0.007520591,0.007666921,0.009502509,0.008873624,0.007191689,0.005659556,0.005348454,0.008361542,0,0.001238143,0.005205011,0.00581835,0.002558485,0.000319016,0.006175481,0.005061904,0.003315328,0.010242761,0.004502835,3.36E-05,0.000725407,0.000710406,0.001305417
07-08 07:00:00+02:00,0.011250588,0.01786304,0.013771476,0.00250667,0.01100504,0.008340184,5.42E-05,0.00868867,0.008262596,0.009473952,0.010380738,0.008728801,0.006750271,0.005338599,0.009218436,0,0.002909687,0.005685414,0.006067246,0.004063629,0.000187312,0.006876142,0.006448052,0.005849433,0.010249111,0.004805892,3.37E-05,0.001756314,0.001719993,0.002530481
07-08 08:00:00+02:00,0.011098215,0.019780512,0.015073197,0.002493839,0.011543767,0.008664091,4.48E-05,0.009414207,0.009415517,0.009434449,0.011483192,0.01003285,0.007128883,0.005327627,0.009760267,0,0.004768528,0.005934728,0.006214064,0.006077667,0.000137324,0.00706218,0.007372151,0.007944002,0.010254212,0.004837695,4.01E-05,0.003243642,0.003176564,0.003614155
07-08 09:00:00+02:00,0.010662675,0.020454342,0.01534084,0.002475208,0.011845689,0.008609823,3.74E-05,0.009451734,0.010260992,0.009432332,0.012332636,0.010621059,0.007387829,0.005319658,0.010525691,0,0.006316195,0.006183392,0.006297696,0.006980493,0.000137289,0.007272378,0.007895807,0.009320968,0.01025849,0.004968645,4.58E-05,0.004877026,0.00477617,0.004010101
07-08 10:00:00+02:00,0.011459356,0.020943687,0.016496574,0.002437476,0.012151891,0.008670874,2.98E-05,0.009839134,0.010222561,0.009437641,0.013167831,0.01100025,0.007609504,0.00533073,0.010844882,0,0.006978801,0.006237421,0.0062209,0.007372869,0.000137054,0.007417342,0.008173036,0.010026113,0.010264044,0.004966775,4.65E-05,0.006213431,0.006084938,0.004586277
07-08 11:00:00+02:00,0.010290922,0.020643407,0.01731167,0.002425562,0.012444575,0.008567427,2.56E-05,0.010001315,0.010049623,0.009425008,0.013901619,0.011436783,0.007389791,0.005332094,0.01084393,0,0.00756303,0.006176882,0.006187404,0.00776758,0.000137049,0.007625125,0.008635086,0.010251807,0.010267051,0.005155718,5.00E-05,0.006935187,0.006791769,0.004958538
07-08 12:00:00+02:00,0.010585296,0.021323779,0.017445491,0.002411231,0.012388922,0.008648828,2.68E-05,0.009907793,0.010222561,0.009457033,0.013994559,0.01152002,0.007305437,0.005328309,0.010673694,0,0.008049508,0.006016748,0.006104926,0.007449164,0.000137109,0.007414926,0.009004725,0.00993038,0.010266467,0.00521184,5.45E-05,0.007115322,0.006968178,0.005015417
07-08 13:00:00+02:00,0.012288348,0.02222331,0.016654727,0.002405463,0.012344986,0.00860304,3.34E-05,0.009355195,0.010587652,0.009518242,0.013428113,0.010978054,0.006901323,0.005332672,0.010280819,0,0.008286094,0.005921709,0.006122654,0.007366122,0.00013712,0.007093589,0.009035528,0.00901339,0.010263049,0.005200615,5.55E-05,0.006870679,0.006728595,0.004865282
07-08 14:00:00+02:00,0.013441282,0.022227889,0.01583963,0.002415251,0.012061765,0.008608128,3.95E-05,0.009160007,0.010626083,0.009565096,0.012853651,0.010454584,0.006711037,0.005326798,0.009960992,0,0.007981475,0.005837085,0.006070612,0.007813253,0.000137399,0.006905135,0.008881512,0.007574194,0.01025733,0.005236159,6.30E-05,0.005737535,0.005618883,0.004345305
07-08 15:00:00+02:00,0.014343719,0.022385552,0.015377337,0.002413052,0.011757816,0.0088235,4.67E-05,0.008993687,0.010568437,0.009591821,0.01260694,0.010222754,0.006501133,0.005339212,0.009587173,0,0.006987008,0.00580584,0.006059649,0.007837387,0.000143488,0.006781915,0.008573479,0.005649924,0.010251767,0.005067794,6.12E-05,0.004919625,0.004817888,0.003680415
07-08 16:00:00+02:00,0.014972527,0.021942656,0.015255681,0.002410473,0.011495099,0.009311905,5.66E-05,0.008663786,0.010318638,0.009614749,0.012296214,0.010111154,0.006881706,0.00535703,0.009587809,0,0.006128849,0.005786962,0.006014315,0.007843096,0.000168408,0.006518563,0.008388659,0.003349436,0.010243959,0.005099596,5.89E-05,0.003729276,0.003652155,0.002561383
07-08 17:00:00+02:00,0.015537787,0.021175275,0.0150367,0.002424283,0.011486988,0.008743796,6.99E-05,0.008509131,0.010203346,0.009591111,0.011816024,0.009723331,0.006799314,0.005377115,0.009330232,0,0.004460802,0.00557345,0.005946946,0.007435929,0.000232,0.006359103,0.008296249,0.00114081,0.010230744,0.005120174,5.94E-05,0.002423299,0.002373186,0.001409455
07-08 18:00:00+02:00,0.012406384,0.02053023,0.015669312,0.00246187,0.011493972,0.008324921,6.66E-05,0.008740877,0.010203346,0.009409057,0.011423174,0.009524178,0.006416779,0.00538002,0.008911949,0,0.002557042,0.005505751,0.005908743,0.007290086,0.000281859,0.006378431,0.008327053,0.000168061,0.010228834,0.004899428,5.97E-05,0.001389959,0.001361214,0.000591288
07-08 19:00:00+02:00,0.010443176,0.019620886,0.015754471,0.002483931,0.010923476,0.007850083,5.64E-05,0.008777034,0.010453145,0.009382548,0.011733742,0.009305912,0.005716446,0.005369877,0.008082687,0,0.000971741,0.005384023,0.005869703,0.007450721,0.000221785,0.006844733,0.008604282,0,0.010232178,0.004878851,5.18E-05,0.000531884,0.000520885,0.000217541
07-08 20:00:00+02:00,0.010349582,0.019266308,0.015949121,0.002499844,0.010555537,0.007329458,5.42E-05,0.008578006,0.01043393,0.009368149,0.011159347,0.009198012,0.005294676,0.005367258,0.007333778,0,0.000142865,0.005200454,0.005798198,0.007386623,0.000295443,0.006182729,0.008604282,0,0.010232942,0.004601983,4.74E-05,0.000212997,0.000208592,1.00E-04
07-08 21:00:00+02:00,0.010223439,0.017410985,0.014915044,0.002500781,0.010994675,0.007163265,6.79E-05,0.007477598,0.010049623,0.009402906,0.010405102,0.008623367,0.005592858,0.005367018,0.006554379,0,0,0.004847638,0.005665234,0.007453057,0.00057687,0.004728254,0.007710987,0,0.010224763,0.004196036,5.12E-05,0,0,8.19E-06
07-08 22:00:00+02:00,0.010983279,0.015140243,0.011751984,0.002457537,0.0110305,0.006345866,6.10E-05,0.006068538,0.009530809,0.00952196,0.009020599,0.00714113,0.004878792,0.005346839,0.005197896,0,0,0.004367887,0.005557722,0.006759393,0.000454652,0.003742496,0.006786888,0,0.010235716,0.003408461,4.60E-05,0,0,0
07-08 23:00:00+02:00,0.013524027,0.012946043,0.008175293,0.002457455,0.010032582,0.005006145,5.74E-05,0.004875122,0.009569239,0.009526594,0.007885335,0.006323556,0.003939129,0.005324199,0.00427494,0,0,0.003935004,0.005426283,0.005477945,0.00045653,0.003085325,0.0059552,0,0.010237625,0.002957616,4.99E-05,0,0,0
07-09 00:00:00+02:00,0.013783109,0.011435486,0.006289623,0.002455275,0.009399899,0.00405647,5.68E-05,0.00430807,0.009050425,0.009519635,0.007146422,0.005408564,0.003385925,0.005311172,0.003739461,0,0,0.003578282,0.005242669,0.004420451,0.000466398,0.002691505,0.004076199,0,0.010237091,0.002731258,5.19E-05,0,0,0
07-09 01:00:00+02:00,0.013633955,0.010594179,0.00535287,0.002444616,0.009042775,0.003608766,5.43E-05,0.004034803,0.008243381,0.009520954,0.006692831,0.004865365,0.002883725,0.00532111,0.003534925,0,0,0.003534018,0.005196389,0.003721079,0.000312733,0.002575533,0.003952986,0,0.010240872,0.002596566,4.64E-05,0,0,0
07-09 02:00:00+02:00,0.01244406,0.010169601,0.004927074,0.002432363,0.008593949,0.003334038,5.38E-05,0.003992551,0.007609275,0.009519359,0.00638127,0.004525017,0.00293473,0.005327711,0.003590188,0,0,0.003564612,0.005154511,0.003313911,0.000297349,0.002597278,0.00333692,0,0.010241404,0.002583471,4.49E-05,0,0,0
07-09 03:00:00+02:00,0.011571192,0.010081938,0.005085227,0.00243834,0.008503372,0.003328951,5.47E-05,0.003616157,0.007282614,0.009522594,0.006328681,0.004452262,0.003052433,0.00532703,0.003928753,0,0,0.003529461,0.005146624,0.003015997,0.000303196,0.002696337,0.003306117,0,0.010240834,0.002720034,4.43E-05,0,0,9.16E-05
07-09 04:00:00+02:00,0.01078703,0.010566703,0.005121724,0.002475054,0.008818587,0.003596895,6.04E-05,0.003890319,0.007013599,0.009512736,0.006434537,0.004685326,0.003556594,0.005320439,0.004658923,0,1.26E-05,0.00370652,0.005129914,0.002971102,0.000423809,0.003406662,0.003059691,0.000154575,0.010237344,0.003219518,4.57E-05,0.000150924,0.000147803,0.000148947
07-09 05:00:00+02:00,0.010149279,0.012679782,0.008053637,0.002487413,0.009388633,0.004923049,6.34E-05,0.006273897,0.006840661,0.009511828,0.007694939,0.005633613,0.004684582,0.005339362,0.007124477,0,0.000674212,0.004533229,0.005425313,0.003031567,0.000423357,0.005015766,0.003952986,0.001020947,0.010238957,0.003876142,3.79E-05,0.000249511,0.000244351,0.000498795
07-09 06:00:00+02:00,0.00994373,0.016186969,0.011107206,0.002485014,0.010266459,0.006790178,5.63E-05,0.00824408,0.007359475,0.009517899,0.009612673,0.006919164,0.006110751,0.005354453,0.008790624,0,0.001986652,0.005271408,0.005739981,0.003241249,0.000312215,0.006371183,0.004723068,0.003257634,0.0102471,0.004575793,2.28E-05,0.000677939,0.00066392,0.001168907
07-09 07:00:00+02:00,0.010358405,0.019245373,0.013309182,0.002486543,0.011006392,0.007855171,4.93E-05,0.009339042,0.00820495,0.00950488,0.011312035,0.008056738,0.006866012,0.005343595,0.009429007,0,0.004029683,0.005698433,0.006009476,0.004665686,0.000184732,0.006733594,0.005893593,0.005587937,0.010252702,0.004949938,2.42E-05,0.001643121,0.001609141,0.002039581
07-09 08:00:00+02:00,0.009483511,0.020717332,0.014562241,0.002490509,0.011006392,0.008072239,3.81E-05,0.009663754,0.009242579,0.009477668,0.012261779,0.009257203,0.007260318,0.005329475,0.009813307,0,0.006462216,0.005731631,0.006108749,0.006705156,0.000136883,0.006960705,0.006756085,0.007674341,0.010259861,0.004961162,3.69E-05,0.002731232,0.002674751,0.002785631
07-09 09:00:00+02:00,0.008607066,0.021262284,0.015024534,0.00246928,0.011464569,0.007777162,3.12E-05,0.009651256,0.009934331,0.009460159,0.013012999,0.009950229,0.007313284,0.005328881,0.010379594,0,0.007585951,0.00594254,0.006090607,0.007418542,0.000136892,0.00693896,0.007279741,0.009022945,0.010264068,0.005069664,3.77E-05,0.003791349,0.003712945,0.003442117
07-09 10:00:00+02:00,0.008125266,0.021727423,0.016082943,0.00242758,0.011922746,0.007421034,2.47E-05,0.010110651,0.010395499,0.009462781,0.013719081,0.010328187,0.007499647,0.005332124,0.011016706,0,0.008963122,0.006023258,0.006154173,0.007802354,0.000137096,0.007028355,0.007895807,0.009990553,0.010268524,0.00508463,4.52E-05,0.004677417,0.004580689,0.003644674
07-09 11:00:00+02:00,0.0064922,0.021181817,0.01661823,0.002380843,0.01205433,0.006866491,2.33E-05,0.010200611,0.010568437,0.0094775,0.014354307,0.010783834,0.007170079,0.005358509,0.010730545,0,0.010073843,0.00616842,0.006161732,0.008250783,0.000137243,0.007221641,0.008357856,0.010292931,0.010270901,0.005243642,4.77E-05,0.005332231,0.005221962,0.003632874
07-09 12:00:00+02:00,0.007859387,0.021966207,0.016314089,0.002349638,0.011945728,0.006734215,2.55E-05,0.010129089,0.010587652,0.009478965,0.014328836,0.010994701,0.007068069,0.005367836,0.010574284,0,0.010210977,0.005999172,0.006089238,0.008095857,0.000136672,0.006924464,0.008604282,0.009905887,0.010270243,0.005260478,3.83E-05,0.005795957,0.005676097,0.003507995
07-09 13:00:00+02:00,0.008317938,0.022415646,0.01553549,0.00234761,0.01186439,0.006673164,2.66E-05,0.009682553,0.010395499,0.009472154,0.013926028,0.010555086,0.006850319,0.005368588,0.010265892,0,0.009726636,0.005751811,0.006084855,0.008048886,0.000136707,0.006767419,0.008758299,0.008932232,0.010269049,0.005275444,3.88E-05,0.006195174,0.006067059,0.003411895
07-09 14:00:00+02:00,0.007552256,0.023065924,0.014732559,0.002366035,0.011618121,0.006869883,2.84E-05,0.009593263,0.010260992,0.009450973,0.013366627,0.009990923,0.006689458,0.005361086,0.009779959,0,0.008374862,0.005652215,0.006060833,0.008461762,0.000137257,0.006583797,0.008604282,0.00748082,0.010265768,0.00526422,5.10E-05,0.006072244,0.005946671,0.00302482
07-09 15:00:00+02:00,0.007823738,0.022787233,0.014367591,0.002398736,0.011343688,0.007305716,3.64E-05,0.009225465,0.010049623,0.009448083,0.013029212,0.009895971,0.006591372,0.0053343,0.009434089,0,0.006984045,0.005526581,0.005978603,0.008553369,0.000137344,0.006436417,0.008296249,0.005509318,0.010255866,0.005093984,6.18E-05,0.005192262,0.005084887,0.002574329
07-09 16:00:00+02:00,0.00934151,0.021699292,0.014185107,0.002405179,0.011140003,0.00813329,4.67E-05,0.008833123,0.010068838,0.009478123,0.012635278,0.009836163,0.00696606,0.005345589,0.009343889,0,0.005861913,0.005693225,0.005896772,0.008524563,0.000137375,0.00612716,0.007988216,0.003162869,0.010248585,0.005090242,5.76E-05,0.004110236,0.004025237,0.001849036
07-09 17:00:00+02:00,0.01257998,0.020375837,0.014209438,0.002416728,0.011217962,0.007958618,5.61E-05,0.008833689,0.009953546,0.009482151,0.012120698,0.009574737,0.006932711,0.005360653,0.009203191,0,0.004075815,0.005686715,0.005928529,0.007855034,0.000137375,0.006035349,0.007895807,0.001052274,0.010241848,0.005013543,5.29E-05,0.002726363,0.002669983,0.001117758
07-09 18:00:00+02:00,0.013346735,0.019181915,0.014671731,0.002462655,0.011195656,0.007914526,6.33E-05,0.009097402,0.010011192,0.009398721,0.011600587,0.009382983,0.00646386,0.005376052,0.008875424,0,0.002280394,0.005601441,0.00584029,0.007753047,0.000273934,0.006078838,0.00792661,0.000126999,0.010233487,0.004921877,5.08E-05,0.001501934,0.001470874,0.000523202
07-09 19:00:00+02:00,0.012611933,0.018125376,0.014988037,0.002481171,0.010723171,0.007838212,5.96E-05,0.009127793,0.010318638,0.00932692,0.011751806,0.009215276,0.006210799,0.005368421,0.008148113,0,0.000926337,0.005463439,0.005718992,0.007953387,0.000290452,0.006598294,0.00811143,0,0.010231307,0.004944326,4.87E-05,0.000586655,0.000574523,0.000184348
