LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,PV_Cadiz,PV_Malaga,PV_Sevilla,Wind_Acoruna,Wind_Bilbo,Wind_Gijon
10-14 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079072736509975,0.0,0.0,0.0,0.0,0.0,0.0,0.1968,0.3068,0.3212
10-14 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809489599419994,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.3252,0.3256
10-14 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222237384289988,0.0,0.0,0.0,0.0,0.0,0.0,0.2012,0.3324,0.3143999999999999
10-15 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769761979459998,0.0,0.0,0.0,0.0,0.0,0.0,0.1988,0.3308,0.306
10-15 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392973231219997,0.0,0.0,0.0,0.0,0.0,0.0,0.2008,0.3328,0.302
10-15 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008992537470006,0.0,0.0,0.0,0.0,0.0,0.0,0.2112,0.3436,0.2992
10-15 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011052778338001,0.0,0.0,0.0,0.0,0.0,0.0,0.2155999999999999,0.3436,0.2856
10-15 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371123859340008,0.0,0.0,0.0,0.0,0.0,0.0,0.2236,0.3324,0.2728
10-15 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219109562029975,0.0,0.0,0.0,0.0,0.0,0.0,0.2276,0.3256,0.2636
10-15 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879729931869971,0.0,0.0,0.0,0.0,0.0,0.0,0.2224,0.3183999999999999,0.2552
10-15 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2768716457089981,0.0,0.0,0.0,0.0288,0.0696,0.0252,0.2336,0.2992,0.246
10-15 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597653190739975,0.0,0.0,0.0,0.0668,0.1656,0.0644,0.2236,0.292,0.2328
10-15 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368,0.1936,0.1804,0.1293617688429964,0.2896,0.2796
10-15 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728,0.2112,0.2724,0.1141334356830007,0.0,0.3011999999999999
10-15 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092,0.2804,0.3051999999999999,0.2760609143860008,0.0,0.0
10-15 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872,0.3196,0.2948,0.2683091818000001,0.0,0.0
10-15 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2284,0.3096,0.2796,0.3083911391359979,0.0,0.0
10-15 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432,0.2728,0.264,0.3133287658189986,0.0,0.0
10-15 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152,0.212,0.2088,0.1384200907869989,0.0948,0.2164
10-15 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614649057019992,0.0,0.0,0.0,0.1352,0.128,0.126,0.3712,0.0764,0.1916
10-15 17:00:00+02:00,0.0,0.0,0.1305673722599993,0.0,0.0,0.0,0.0,0.0,0.0,0.2235185306379999,0.0,0.0,0.0,0.036,0.0243999999999999,0.028,0.3776,0.0776,0.194
10-15 18:00:00+02:00,0.0,0.0,0.1862155603700006,0.0,0.0,0.0,0.0,0.0,0.0,0.2211854518569999,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.1291999999999999,0.2404
10-15 19:00:00+02:00,0.0,0.0,0.1852574709171027,0.0036100898628972,0.0,0.0,0.0,0.0,0.0,0.2177138334159999,0.0,0.0,0.0,0.0,0.0,0.0,0.3836,0.198,0.2788
10-15 20:00:00+02:00,0.0,0.0,0.0948219893799994,0.0,0.0,0.0,0.0,0.0,0.0,0.214889825836,0.0,0.0,0.0,0.0,0.0,0.0,0.3863999999999999,0.2496,0.3036
10-15 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1445235992509987,0.0,0.0,0.0,0.0,0.0,0.0,0.3883999999999999,0.282,0.3236
10-15 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101483358829999,0.0,0.0,0.0,0.0,0.0,0.0,0.3888,0.2928,0.3424
10-15 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3892,0.2320155456649988,0.352
10-16 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3903999999999999,0.1691206896089985,0.3544
10-16 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2301498810590002,0.292,0.3552
10-16 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206727295160999,0.302,0.354
10-16 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839055132459993,0.3088,0.3636
10-16 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838203377570001,0.3152,0.3744
10-16 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439676266339995,0.3243999999999999,0.3828
10-16 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394,0.3235001352329923,0.3892
10-16 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468,0.0556,0.0468,0.3348829193599998,0.3296,0.392
10-16 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311999999999999,0.1536,0.1412,0.0461342359379994,0.3612,0.3908
10-16 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.2296,0.2188,0.0,0.1793640911550014,0.3908
10-16 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2712,0.2812,0.2752,0.0,0.0112284060350036,0.3903999999999999
10-16 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.3076,0.3036,0.0,0.0,0.3139918395019992
10-16 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132,0.3072,0.31,0.0,0.0,0.2907298102379979
10-16 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024,0.2816,0.2964,0.0,0.0,0.2910340069310028
10-16 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696,0.238,0.2628,0.3612157287449978,0.0,0.0
10-16 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.174,0.2068,0.0,0.210014201923012,0.3163999999999999
10-16 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356,0.1012,0.1291999999999999,0.2788,0.185339314252999,0.286
10-16 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816738338049988,0.0,0.0,0.0,0.0364,0.0184,0.0308,0.206,0.2256,0.3088
10-16 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4513530609059972,0.0,0.0,0.0,0.0,0.0,0.0,0.1372,0.2532,0.3263999999999999
10-16 19:00:00+02:00,0.0,0.0,0.0651651652800006,0.0,0.0,0.0,0.0,0.0,0.0,0.513288660089,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.2596,0.3223999999999999
10-16 20:00:00+02:00,0.0,0.0,0.0451529754700002,0.0,0.0,0.0,0.0,0.0,0.0,0.536065786361,0.0,0.0,0.0,0.0,0.0,0.0,0.0652,0.2712,0.314
10-16 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5116640706449993,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2968,0.2592
10-16 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4576069114330013,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.33,0.198
10-16 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123362137059973,0.0,0.0,0.0,0.0,0.0,0.0,0.0596,0.3428,0.2672
10-17 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605167535629984,0.0,0.0,0.0,0.0,0.0,0.0,0.0708,0.348,0.238
10-17 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994510124019964,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.3288,0.158
10-17 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553875555049952,0.0,0.0,0.0,0.0,0.0,0.0,0.1012,0.2772,0.1176
10-17 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3729335834359962,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.2504,0.1044
10-17 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460265896739953,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.2583999999999999,0.0988
10-17 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305377205586997,0.0,0.0,0.0,0.0,0.0,0.0,0.1496,0.2956,0.1012
10-17 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3357231680870016,0.0,0.0,0.0,0.0,0.0,0.0,0.1564,0.3143999999999999,0.1004
10-17 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754799873629994,0.0,0.0,0.0,0.044,0.0604,0.032,0.1688,0.288,0.0892
10-17 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006991219679993,0.0,0.0,0.0,0.1392,0.1588,0.0984,0.1604,0.2696,0.0908
10-17 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155999999999999,0.2332,0.1776,0.1936,0.1348127598059905,0.1348
10-17 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2663999999999999,0.2776,0.2544,0.1274142942959986,0.0,0.1732
10-17 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992,0.2948,0.2924,0.2087240374169999,0.0,0.0
10-17 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108,0.2936,0.3004,0.199851074004999,0.0,0.0
10-17 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992,0.2812,0.2856,0.2183770732130006,0.0,0.0
10-17 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643999999999999,0.2583999999999999,0.2488,0.2538653931149983,0.0,0.0
10-17 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2084,0.204,0.1924,0.1656161730859993,0.0728,0.1536
10-17 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159481915139981,0.0,0.0,0.0,0.1288,0.1236,0.1108,0.2324,0.0644,0.1176
10-17 17:00:00+02:00,0.0,0.0,0.2055300327399999,0.0,0.0,0.0,0.0,0.0,0.0,0.3842210564439999,0.0,0.0,0.0,0.0308,0.0212,0.0216,0.2168,0.0572,0.0592
10-17 18:00:00+02:00,0.0,0.0,0.3888534338200013,0.0,0.0,0.0,0.0,0.0,0.0,0.3994827214709999,0.0,0.0,0.0,0.0,0.0,0.0,0.2016,0.0352,0.0316
10-17 19:00:00+02:00,0.0,0.0,0.4705047567499997,0.0,0.0,0.0,0.0,0.0,0.0,0.40596728693,0.0,0.0,0.0,0.0,0.0,0.0,0.1951999999999999,0.0188,0.0487999999999999
10-17 20:00:00+02:00,0.0,0.0,0.4567067207899997,0.0,0.0,0.0,0.0,0.0,0.0,0.4183670838159999,0.0,0.0,0.0,0.0,0.0,0.0,0.1828,0.0163999999999999,0.0648
10-17 21:00:00+02:00,0.0,0.0,0.3407649555300004,0.0,0.0,0.0,0.0,0.0,0.0,0.432283451236,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.0128,0.1028
10-17 22:00:00+02:00,0.0,0.0,0.2066047511100001,0.0,0.0,0.0,0.0,0.0,0.0,0.422609851027,0.0,0.0,0.0,0.0,0.0,0.0,0.1784,0.0152,0.1628
10-17 23:00:00+02:00,0.0,0.0,0.0742514617500003,0.0,0.0,0.0,0.0,0.0,0.0,0.400137283551,0.0,0.0,0.0,0.0,0.0,0.0,0.2008,0.0304,0.2092
10-18 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953435198079988,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.04,0.2228
10-18 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3598032686389979,0.0,0.0,0.0,0.0,0.0,0.0,0.1864,0.0472,0.2128
10-18 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3407694833859978,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.0632,0.2128
10-18 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343453880559989,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0884,0.2108
10-18 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343580540185998,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.0996,0.1864
10-18 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3918182330299991,0.0,0.0,0.0,0.0,0.0,0.0,0.1504,0.0788,0.164
10-18 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4356050808759965,0.0,0.0,0.0,0.0,0.0,0.0,0.1508,0.062,0.1568
10-18 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3914898583859941,0.0,0.0,0.0,0.0316,0.0456,0.0228,0.1244,0.0508,0.154
10-18 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006108763209975,0.0,0.0,0.0,0.1232,0.136,0.0824,0.1104,0.0528,0.158
10-18 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384476604469991,0.0,0.0,0.0,0.2004,0.2012,0.1352,0.1372,0.0588,0.1576
10-18 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.2548,0.2036,0.0516827918400004,0.0652,0.1372
10-18 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812,0.282,0.2155999999999999,0.198198096660001,0.0,0.0
10-18 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2663999999999999,0.2868,0.1588,0.2284,0.0,0.0521045402800013
10-18 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619342719279987,0.0,0.0,0.0,0.1835999999999999,0.256,0.1132,0.2404,0.0356,0.0972
10-18 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197807698761999,0.0,0.0,0.0,0.1268,0.1672,0.0868,0.2484,0.0352,0.0748
10-18 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3599484983250019,0.0,0.0,0.0,0.096,0.0748,0.0596,0.2396,0.022,0.0576
10-18 16:00:00+02:00,0.0,0.0,0.1370008145799992,0.0,0.0,0.0,0.0,0.0,0.0,0.410521231605,0.0,0.0,0.0,0.0424,0.032,0.0283999999999999,0.1904,0.0136,0.0448
10-18 17:00:00+02:00,0.0,0.0,0.2545587825700018,0.0,0.0,0.0,0.0,0.0,0.0,0.42134580388,0.0,0.0,0.0,0.006,0.0036,0.0052,0.1796,0.0232,0.0296
10-18 18:00:00+02:00,0.0,0.0,0.368036828070001,0.0,0.0,0.0,0.0,0.0,0.0,0.413417883926,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.0208,0.0036
10-18 19:00:00+02:00,0.0,0.0,0.4574613369899997,0.0,0.0,0.0,0.0,0.0,0.0,0.4223141141919999,0.0,0.0,0.0,0.0,0.0,0.0,0.1788,0.0152,0.0136
10-18 20:00:00+02:00,0.0,0.0,0.4034069178800003,0.0,0.0,0.0,0.0,0.0,0.0,0.4195316994029999,0.0,0.0,0.0,0.0,0.0,0.0,0.1816,0.0384,0.0616
10-18 21:00:00+02:00,0.0,0.0,0.2557748169599999,0.0,0.0,0.0,0.0,0.0,0.0,0.452270538274,0.0,0.0,0.0,0.0,0.0,0.0,0.1488,0.0804,0.1076
10-18 22:00:00+02:00,0.0,0.0,0.1181854380899998,0.0,0.0,0.0,0.0,0.0,0.0,0.485398754296,0.0,0.0,0.0,0.0,0.0,0.0,0.1156,0.1176,0.138
10-18 23:00:00+02:00,0.0,0.0,0.0013030041700004,0.0,0.0,0.0,0.0,0.0,0.0,0.502926054363,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.1544,0.1472
10-19 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134780535120005,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.1916,0.1576
10-19 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3748555744299983,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.2312,0.128
10-19 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612331355070017,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.2544,0.104
10-19 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095975221539977,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.2376,0.0768
10-19 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4830276533810003,0.0,0.0,0.0,0.0,0.0,0.0,0.0668,0.2251999999999999,0.0508
10-19 05:00:00+02:00,0.0,0.0,0.0534801380400012,0.0,0.0,0.0,0.0,0.0,0.0,0.54494551809,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.2296,0.0388
10-19 06:00:00+02:00,0.0,0.0,0.2267902063400005,0.0,0.0,0.0,0.0,0.0,0.0,0.520711784827,0.0,0.0,0.0,0.0,0.0,0.0,0.0804,0.2344,0.0228
10-19 07:00:00+02:00,0.0,0.0,0.2422842634500027,0.0,0.0,0.0,0.0,0.0,0.0,0.523621624886,0.0,0.0,0.0,0.0404,0.0283999999999999,0.042,0.0776,0.2288,0.0092
10-19 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075918749129984,0.0,0.0,0.0,0.1364,0.146,0.1392,0.0548,0.2344,0.0008
10-19 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3280723059189983,0.0,0.0,0.0,0.2116,0.224,0.2136,0.04,0.226,0.0004
10-19 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394081024880005,0.0,0.0,0.0,0.2603999999999999,0.2732,0.2464,0.0484,0.1748,0.0052
10-19 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2051855155089981,0.0,0.0,0.0,0.282,0.2996,0.2663999999999999,0.054,0.13,0.0152
10-19 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1819739222619984,0.0,0.0,0.0,0.2908,0.302,0.2704,0.0624,0.116,0.0232
10-19 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1350884916590011,0.0,0.0,0.0,0.276,0.284,0.2484,0.0924,0.122,0.0468
10-19 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539130630379996,0.0,0.0,0.0,0.24,0.2388,0.2176,0.1252,0.1224,0.08
10-19 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3171437323629992,0.0,0.0,0.0,0.186,0.1776,0.164,0.1512,0.0908,0.086
10-19 16:00:00+02:00,0.0,0.0,0.1955439434700012,0.0,0.0,0.0,0.0,0.0,0.0,0.454409378404,0.0,0.0,0.0,0.0904,0.0932,0.0964,0.1468,0.0336,0.07
10-19 17:00:00+02:00,0.0,0.0,0.4439262272600009,0.0,0.0,0.0,0.0,0.0,0.0,0.4604122320279999,0.0,0.0,0.0,0.0128,0.0116,0.012,0.1408,0.0396,0.062
10-19 18:00:00+02:00,0.0,0.0,0.4857533165903273,0.0218400696396741,0.0,0.0,0.0,0.0,0.0,0.450865297124,0.0,0.0,0.0,0.0,0.0,0.0,0.1504,0.0548,0.0676
10-19 19:00:00+02:00,0.0,0.0,0.4809516809295099,0.0474073636304911,0.0,0.0,0.0,0.0,0.0,0.4693430735299999,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0784,0.0804
10-19 20:00:00+02:00,0.0,0.0,0.4459534074714947,0.0341870863685043,0.0,0.0,0.0,0.0,0.0,0.4769144768619999,0.0,0.0,0.0,0.0,0.0,0.0,0.1244,0.0876,0.0984
10-19 21:00:00+02:00,0.0,0.0,0.3441576962599996,0.0,0.0,0.0,0.0,0.0,0.0,0.463586623278,0.0,0.0,0.0,0.0,0.0,0.0,0.1376,0.0668,0.146
10-19 22:00:00+02:00,0.0,0.0,0.1756569512900005,0.0,0.0,0.0,0.0,0.0,0.0,0.4594732891809999,0.0,0.0,0.0,0.0,0.0,0.0,0.1416,0.0868,0.184
10-19 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286777640929968,0.0,0.0,0.0,0.0,0.0,0.0,0.1544,0.1884,0.21
10-20 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857199609509954,0.0,0.0,0.0,0.0,0.0,0.0,0.1748,0.2304,0.2271999999999999
10-20 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2296893236749993,0.0,0.0,0.0,0.0,0.0,0.0,0.1896,0.2224,0.2424
10-20 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828335121249984,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,0.1704,0.2216
10-20 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3681573408430002,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.1156,0.18
10-20 04:00:00+02:00,0.0,0.0,0.0510841613099994,0.0,0.0,0.0,0.0,0.0,0.0,0.41169834273,0.0,0.0,0.0,0.0,0.0,0.0,0.1891999999999999,0.0804,0.1444
10-20 05:00:00+02:00,0.0,0.0,0.1552139034399993,0.0,0.0,0.0,0.0,0.0,0.0,0.427378065542,0.0,0.0,0.0,0.0,0.0,0.0,0.1736,0.0672,0.1311999999999999
10-20 06:00:00+02:00,0.0,0.0,0.2927561793600003,0.0,0.0,0.0,0.0,0.0,0.0,0.4487289806969999,0.0,0.0,0.0,0.0,0.0,0.0,0.1524,0.0716,0.1364
10-20 07:00:00+02:00,0.0,0.0,0.2610718620800016,0.0,0.0,0.0,0.0,0.0,0.0,0.4692363813969999,0.0,0.0,0.0,0.0384,0.034,0.034,0.132,0.0888,0.1492
10-20 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435172044182998,0.0,0.0,0.0,0.136,0.1408,0.1336,0.098,0.1328,0.1468
10-20 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711574822299976,0.0,0.0,0.0,0.2144,0.2288,0.2155999999999999,0.0932,0.1804,0.142
10-20 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683999999999999,0.2832,0.266,0.0924,0.1955305380079944,0.1476
10-20 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972,0.3112,0.2916,0.0,0.2108242928880071,0.148
10-20 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.316,0.2868,0.0,0.2037484705429999,0.1468
10-20 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.2988,0.258,0.012137306059999,0.2155999999999999,0.1444
