Period,Scenario,LoadLevel,Unit,MW
2030,sc01,01-03 06:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 06:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 06:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 06:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 06:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 07:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 07:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 07:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 07:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 07:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 07:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 08:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 08:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 08:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 08:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 08:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 08:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 09:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 09:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 09:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 09:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 09:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 09:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 10:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 10:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 10:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 10:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 10:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 10:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 11:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 11:00:00+01:00,PV_Sevilla,25.94591904399868
2030,sc01,01-03 11:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 11:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 11:00:00+01:00,Wind_Gijon,0.0
