,Network_Existing_Generation_Full,Network_Line_In_N_101_N_102_cac1,Network_Line_In_N_101_N_103_cac1,Network_Line_In_N_101_N_105_cac1,Network_Line_In_N_102_N_104_cac1,Network_Line_In_N_102_N_106_cac1,Network_Line_In_N_103_N_109_cac1,Network_Line_In_N_103_N_124_cac1,Network_Line_In_N_104_N_109_cac1,Network_Line_In_N_105_N_110_cac1,Network_Line_In_N_106_N_108_cac1,Network_Line_In_N_106_N_110_cac1,Network_Line_In_N_108_N_109_cac1,Network_Line_In_N_108_N_110_cac1,Network_Line_In_N_109_N_111_cac1,Network_Line_In_N_110_N_111_cac1,Network_Line_In_N_111_N_113_cac1,Network_Line_In_N_111_N_114_cac1,Network_Line_In_N_112_N_123_cac1,Network_Line_In_N_113_N_123_cac1,Network_Line_In_N_114_N_116_cac1,Network_Line_In_N_115_N_116_cac1,Network_Line_In_N_115_N_121_cac1,Network_Line_In_N_115_N_121_cac2,Network_Line_In_N_115_N_124_cac1,Network_Line_In_N_116_N_117_cac1,Network_Line_In_N_116_N_119_cac1,Network_Line_In_N_117_N_118_cac1,Network_Line_In_N_117_N_122_cac1,Network_Line_In_N_118_N_121_cac1,Network_Line_In_N_118_N_121_cac2,Network_Line_In_N_119_N_120_cac1,Network_Line_In_N_119_N_120_cac2,Network_Line_In_N_120_N_123_cac2,Network_Line_In_N_121_N_122_cac1
6402,0.061681516,0.061983526,0.061267704,0.0622148,0.062134154,0.06029453,0.06153302,0.06020069,0.061543524,0.05986107,0.05877053,0.05984521,0.053764414,0.060670212,0.061477773,0.060509086,0.058984973,0.06311373,0.062069178,0.06153904,0.062026158,0.06285779,0.059501626,0.057401963,0.06123416,0.061285727,0.065501675,0.059110694,0.06333707,0.054072857,0.053052172,0.061040953,0.05917473,0.06300845,0.060571536
6403,0.054284573,0.05553752,0.05380377,0.055184193,0.054850474,0.05335283,0.054716315,0.05302956,0.054354854,0.05319705,0.05154139,0.053452805,0.05004865,0.05386682,0.05423615,0.053460333,0.05077184,0.055904932,0.05457876,0.054482874,0.055378027,0.055842564,0.052966245,0.051320456,0.05426085,0.054954603,0.05894424,0.052562952,0.05678007,0.05260458,0.051986337,0.053755015,0.052684866,0.055338047,0.052986104
6404,0.054350995,0.05638522,0.053959057,0.055277668,0.055121996,0.05496025,0.055968344,0.053625546,0.054300427,0.05406209,0.054397367,0.054697,0.05350977,0.054452494,0.056123152,0.05392658,0.053591717,0.0562326,0.054220155,0.05457613,0.056984544,0.055756196,0.054969832,0.055724986,0.05535674,0.05360852,0.05852644,0.05584798,0.055589415,0.056099445,0.056047544,0.05325646,0.05205257,0.05578088,0.044419214
6405,0.051171847,0.052917764,0.050623268,0.051959917,0.05154696,0.05170942,0.051512204,0.05075238,0.050551295,0.051429816,0.049728677,0.051765658,0.049292218,0.051235713,0.05140759,0.050644953,0.049599074,0.0522208,0.05099386,0.051561356,0.05245383,0.051669717,0.05091463,0.05129245,0.05155406,0.05115923,0.0531936,0.051308252,0.05164116,0.050492443,0.05019688,0.050137274,0.05053544,0.050696857,0.038616955
6406,0.030975485,0.030930711,0.030483963,0.031080803,0.031193389,0.030961065,0.03131623,0.030856661,0.030851107,0.030651214,0.030282442,0.029648857,0.029580604,0.02985764,0.030266399,0.029759323,0.028744,0.031255614,0.030456578,0.030435834,0.030633872,0.03092544,0.029534267,0.028131094,0.030275557,0.03024838,0.031403713,0.031241253,0.031110898,0.030595586,0.029959053,0.030826699,0.028605413,0.030652236,0.030000143
6407,0.026101034,0.02604981,0.0256206,0.026146913,0.02620322,0.025840376,0.026170546,0.026114266,0.026025323,0.025705578,0.025036499,0.024700198,0.024748702,0.025041688,0.0251473,0.025120351,0.02447504,0.026376706,0.025382558,0.025462732,0.025872886,0.02577631,0.025007263,0.024002973,0.025471345,0.025511734,0.026240436,0.02625841,0.0261835,0.025408283,0.025112871,0.026013434,0.024268799,0.026017427,0.025006833
6408,0.023346342,0.023238856,0.02299218,0.023359615,0.023377888,0.023046568,0.02331561,0.023220684,0.023186997,0.022929085,0.022264998,0.022040153,0.022001358,0.022181539,0.022382926,0.022161223,0.022030782,0.023583569,0.022766007,0.022654258,0.02229607,0.022893416,0.021631347,0.019659128,0.022638515,0.021745147,0.023679812,0.023600765,0.02350378,0.022770286,0.02184718,0.02317399,0.022606002,0.023683041,0.02231507
6409,0.021112166,0.020157672,0.020787481,0.02073016,0.020507641,0.02084123,0.021035625,0.020333016,0.019099137,0.020805929,0.019939143,0.019364111,0.020101953,0.019696545,0.02015447,0.019948818,0.019154098,0.020150295,0.020752637,0.018706076,0.02028086,0.019991279,0.019188676,0.018705618,0.020251473,0.019433944,0.020731663,0.02068994,0.020424495,0.019727787,0.019331856,0.020917267,0.021285918,0.019817492,0.020558316
6410,0.020321898,0.019451097,0.019540433,0.019692998,0.019925773,0.020003103,0.020452037,0.019363195,0.018620975,0.019609142,0.019181075,0.018531414,0.018661343,0.018963594,0.019364001,0.018859368,0.016741578,0.019272724,0.020067926,0.01851656,0.01966022,0.019415095,0.018684763,0.018257909,0.019126488,0.019082874,0.019861039,0.019879518,0.020360472,0.01896723,0.018535722,0.020240122,0.020868853,0.01941608,0.019011606
6411,0.021024473,0.019909102,0.020531487,0.020397361,0.02044331,0.02054681,0.020850271,0.020093499,0.018861655,0.020496475,0.019733166,0.01908655,0.019889321,0.019409653,0.019973867,0.019658798,0.018293016,0.01962134,0.020553676,0.018544562,0.020324979,0.01982781,0.019053642,0.01871343,0.019942112,0.019224629,0.020367812,0.020548107,0.020440144,0.019476071,0.01907369,0.020747483,0.021189664,0.019714337,0.020054493
6412,0.024095815,0.02400916,0.023737561,0.02410584,0.024128431,0.023795597,0.024092875,0.024158249,0.02395638,0.02367651,0.023013756,0.022764327,0.022783263,0.022952292,0.023095535,0.022927638,0.022698564,0.024270767,0.023443766,0.02342505,0.023826655,0.023618665,0.022965383,0.01988957,0.023378763,0.023375742,0.024337098,0.02434691,0.024257079,0.02346415,0.02280137,0.023950405,0.02303616,0.02433316,0.023009486
6413,0.027790448,0.027534213,0.027109884,0.027713306,0.027842164,0.02755485,0.027868953,0.027860144,0.027573677,0.027450155,0.02681391,0.026284073,0.026222682,0.026623566,0.026850417,0.026730333,0.0256645,0.028150596,0.02735657,0.026977519,0.027358444,0.027382009,0.026445754,0.025567787,0.027010651,0.027040228,0.027991109,0.027886495,0.027827062,0.027127707,0.026848387,0.027710672,0.025343431,0.027387716,0.02647591
6414,0.03005616,0.030159604,0.029786522,0.030251676,0.030295262,0.029958807,0.030221947,0.029840294,0.02979711,0.029859059,0.029641487,0.028600674,0.028464187,0.02903132,0.02915467,0.028818507,0.027286999,0.030136708,0.029111309,0.029287817,0.029399704,0.0297486,0.028965905,0.027916174,0.02932256,0.029635413,0.03076794,0.030367091,0.030422835,0.02929809,0.029243726,0.029834509,0.027390523,0.02969706,0.029132374
6415,0.031820633,0.03210427,0.031916156,0.032026645,0.03206819,0.031736203,0.031986184,0.031711426,0.031601273,0.031522095,0.031732716,0.030418213,0.030266717,0.030787673,0.030954702,0.031007525,0.02916113,0.032125138,0.030828847,0.031103933,0.03146253,0.031551704,0.030992866,0.029537804,0.031219333,0.03157717,0.03255602,0.03228481,0.03224184,0.031357586,0.03128565,0.03163378,0.030211177,0.031880677,0.030910488
6416,0.034660816,0.035115756,0.034939405,0.035005108,0.034794804,0.034780055,0.034747303,0.034459896,0.03443197,0.034608215,0.03411323,0.03300036,0.032868646,0.033643402,0.033566125,0.033766985,0.0321808,0.03513022,0.033776656,0.034131285,0.034619946,0.03419987,0.03314617,0.032025345,0.033740595,0.03411951,0.03550203,0.034985907,0.034613475,0.034327593,0.034096003,0.03426229,0.03329009,0.034527954,0.03373346
6417,0.03818313,0.03864354,0.03836442,0.038635027,0.038274176,0.03824976,0.038467247,0.037632555,0.037844412,0.03800148,0.03720705,0.03640612,0.03594161,0.036942385,0.036897972,0.037157156,0.03570822,0.0386481,0.0371691,0.0375396,0.03818231,0.037551068,0.0370315,0.03596648,0.03707001,0.037340716,0.03864723,0.03841879,0.037817568,0.037770882,0.03755755,0.0371054,0.03637837,0.037668727,0.036718383
6418,0.04177812,0.04213441,0.04151895,0.042161785,0.041870095,0.041706175,0.04186105,0.040905327,0.04141777,0.041397676,0.040789716,0.039764397,0.039258745,0.040325847,0.04075873,0.04077732,0.039185785,0.04203619,0.040580764,0.04105431,0.04176698,0.04111117,0.040540293,0.039447635,0.040699907,0.040455066,0.042035803,0.04182391,0.04105793,0.04116668,0.04118237,0.040949993,0.039771788,0.041146427,0.04011409
6419,0.04487229,0.045034856,0.0443554,0.04503344,0.04514183,0.044636413,0.044916652,0.043905504,0.04460287,0.044297814,0.043977574,0.042816438,0.04227173,0.04341847,0.044059902,0.044008583,0.04241156,0.04506307,0.043484278,0.04407376,0.04488413,0.04425884,0.043653987,0.04248619,0.043956336,0.043399565,0.045129098,0.0447779,0.04410133,0.04437106,0.044265863,0.043974183,0.043212473,0.044461884,0.04331883
6420,0.047529727,0.047858275,0.04724346,0.04795158,0.04808168,0.047671787,0.048112806,0.046956427,0.04741451,0.04727003,0.046936527,0.045809593,0.0449806,0.04643085,0.04689481,0.047134984,0.045801032,0.0478023,0.04670375,0.046874873,0.04791741,0.047079474,0.046452895,0.045603193,0.04706619,0.046468243,0.048009254,0.047514714,0.047233112,0.047681812,0.047464244,0.047017217,0.046780996,0.047654234,0.046482816
6421,0.049921356,0.05024758,0.049683303,0.050452497,0.05048385,0.05001001,0.050740622,0.049677625,0.04983726,0.049635045,0.04924562,0.048219875,0.047388263,0.048997615,0.0494233,0.049890634,0.048454173,0.050221063,0.04956892,0.049270723,0.05045013,0.04938662,0.04872308,0.047930174,0.049375236,0.04901844,0.05042948,0.049933426,0.04990185,0.050438054,0.050200447,0.04940038,0.049088508,0.04989171,0.049257033
6422,0.05190761,0.052234925,0.051775277,0.052450098,0.052449457,0.051912777,0.052796334,0.052023895,0.05177649,0.051450655,0.05111368,0.050285123,0.049470127,0.05084877,0.051381566,0.052110158,0.05065669,0.052192595,0.05199615,0.05122073,0.052520923,0.051325016,0.05072801,0.049804464,0.051323052,0.051062144,0.05267363,0.051895566,0.052171003,0.052420318,0.05241058,0.051296845,0.050900344,0.051018998,0.051412173
6423,0.053016312,0.053156734,0.05304902,0.05367755,0.05264778,0.052748792,0.053238537,0.052960515,0.052239038,0.052646015,0.05192788,0.05183121,0.050437603,0.052374233,0.05251462,0.05261664,0.051911306,0.05374307,0.05358924,0.05269228,0.054028258,0.052866656,0.051872764,0.05093506,0.052815735,0.052750938,0.053652875,0.052867014,0.05285976,0.05315695,0.05329052,0.05303854,0.05294898,0.05272697,0.05181908
6424,0.0525713,0.05274783,0.052620932,0.053176597,0.05296503,0.0522627,0.052776765,0.051412262,0.052329212,0.051810265,0.051526017,0.05116693,0.050360527,0.051388316,0.05208057,0.051998176,0.05080177,0.05395671,0.05299395,0.05278333,0.053196795,0.05357228,0.051468365,0.05031961,0.05203678,0.051997382,0.057132453,0.05277361,0.054341756,0.05135914,0.051067002,0.051715255,0.051063433,0.053835228,0.05234606
6425,0.053976562,0.054060698,0.05447054,0.054626264,0.054376394,0.05237945,0.054353066,0.053135946,0.053586125,0.052137554,0.051272325,0.052097555,0.048936587,0.052830905,0.053505953,0.053609386,0.052519277,0.055092968,0.054340303,0.054173227,0.053776696,0.055065148,0.051323496,0.04924252,0.05335881,0.05382549,0.058983766,0.05104582,0.056150474,0.05042904,0.049684536,0.053331397,0.051413678,0.055492893,0.05329886
6426,0.054101527,0.05414322,0.054094017,0.054600775,0.05446773,0.052576225,0.05428368,0.052762557,0.05378093,0.05227665,0.051056266,0.052284457,0.04909222,0.052765857,0.05340266,0.053429097,0.052128743,0.055329405,0.05437453,0.054261915,0.053769536,0.055091947,0.051367946,0.049287166,0.053381592,0.053698912,0.058681086,0.050991885,0.056002095,0.05035877,0.04948605,0.05300878,0.05113215,0.0555079,0.053307414
6427,0.0465513,0.046576336,0.046693925,0.04698915,0.046328746,0.04625752,0.04647904,0.046105105,0.045813497,0.04633123,0.04534347,0.045535363,0.044539616,0.045515947,0.045738466,0.046107322,0.044327028,0.047559507,0.046247423,0.04632803,0.04719846,0.04664291,0.045281656,0.0441349,0.046359576,0.046330273,0.049304772,0.04651566,0.04720719,0.045739777,0.045196608,0.046441585,0.0448317,0.04648485,0.045190338
6428,0.04198942,0.04183736,0.042613365,0.042433497,0.041817933,0.041854385,0.042213146,0.04217609,0.041469194,0.041603275,0.041241035,0.040932994,0.040494382,0.04118018,0.041693613,0.041648716,0.04019732,0.04288897,0.042223137,0.04184146,0.04276019,0.042197227,0.04085876,0.03991343,0.041818626,0.041732587,0.042094983,0.042577714,0.04144032,0.041500144,0.04107245,0.04163006,0.039905675,0.04105307,0.040485688
6429,0.03509915,0.03521868,0.035007596,0.035253707,0.035274215,0.03510011,0.03523548,0.03469008,0.03505058,0.03481882,0.03438171,0.033725496,0.03354028,0.03422059,0.034525212,0.034162752,0.033090957,0.0355195,0.034906693,0.03478468,0.034824844,0.035027154,0.033640835,0.0323752,0.03431564,0.034392282,0.035666287,0.035429977,0.03539663,0.034507617,0.033992805,0.034733824,0.034099117,0.035236355,0.03420259
6430,0.028588844,0.02848923,0.028036878,0.028551288,0.028754853,0.028494947,0.028881883,0.028630361,0.028387122,0.028277857,0.027697787,0.027009264,0.027237838,0.027420245,0.027881866,0.027459618,0.026435994,0.029022137,0.028004905,0.027901057,0.028031237,0.028320074,0.027090672,0.026014488,0.027781965,0.02774487,0.028853104,0.028733432,0.028635304,0.02804572,0.027203377,0.028568663,0.027436728,0.028163092,0.027387679
6431,0.023655646,0.023620375,0.023251455,0.023635006,0.023729669,0.023354918,0.02381023,0.023487618,0.02311122,0.023252899,0.02256055,0.022368707,0.02276324,0.022517463,0.022727776,0.022553435,0.022432858,0.023806073,0.023180503,0.022318762,0.023240104,0.023215827,0.021756835,0.020472176,0.022947468,0.022185182,0.023020964,0.023934605,0.023873227,0.023173686,0.02245251,0.023618648,0.023620524,0.022543762,0.02286656
6432,0.021454457,0.020241175,0.021311369,0.021113986,0.020568876,0.02048637,0.021664195,0.020456342,0.01918451,0.021201031,0.020267643,0.019632015,0.020757677,0.019159218,0.020544061,0.020138443,0.02016998,0.020487256,0.02120995,0.018629445,0.021004973,0.020048197,0.019968374,0.019466156,0.020426102,0.020597149,0.020719878,0.020364014,0.021297688,0.02091668,0.020633176,0.022288619,0.021336395,0.019791083,0.020888489
6433,0.01960991,0.018768415,0.0190743,0.019439347,0.019493133,0.01905524,0.020189427,0.018652655,0.01854273,0.019322447,0.018677622,0.017997269,0.018569529,0.018114597,0.01895389,0.018352116,0.016736094,0.019424785,0.019657854,0.018060071,0.019281551,0.019208658,0.0184835,0.018226013,0.018352982,0.018485231,0.019708905,0.019304905,0.019996313,0.018246673,0.018242568,0.019412141,0.020945061,0.019345444,0.018345261
6434,0.019207373,0.018680604,0.01870537,0.01912541,0.019362517,0.018812504,0.019736487,0.01834175,0.01862353,0.019053562,0.018149348,0.017667571,0.018135196,0.01823248,0.018726377,0.018020885,0.015970528,0.019362077,0.019086957,0.018271962,0.018950175,0.01898285,0.018412158,0.017926,0.018049028,0.018308558,0.019397857,0.019102506,0.019594869,0.01764384,0.017884903,0.01936419,0.020183979,0.018951457,0.017936599
6435,0.020638699,0.019615587,0.020461874,0.020059757,0.020177606,0.020135278,0.0208368,0.019531688,0.01870248,0.020434767,0.019399207,0.019079652,0.019864582,0.018654807,0.01959262,0.019287381,0.018522559,0.019842353,0.020307386,0.018374234,0.019893888,0.019642914,0.018835673,0.018745132,0.019460136,0.019462453,0.019872647,0.020148356,0.020600824,0.01884538,0.019012066,0.02032163,0.020819878,0.019886745,0.019722741
6436,0.024025887,0.023987051,0.023604203,0.023992836,0.024080262,0.023730393,0.024134595,0.023904596,0.023910968,0.023615062,0.022912476,0.022615887,0.022898309,0.022895046,0.023061894,0.022978704,0.022748366,0.024183685,0.023393923,0.023394253,0.023853105,0.023576843,0.022927582,0.020337837,0.02331778,0.02333405,0.024203435,0.024285115,0.024223771,0.023533871,0.022746695,0.023968114,0.0236986,0.024221908,0.02310689
6437,0.028404022,0.0281917,0.027954902,0.028272515,0.028511006,0.028145045,0.028654063,0.028291967,0.02824697,0.028055515,0.027314506,0.026704395,0.027216468,0.027170088,0.027616497,0.027146507,0.025695896,0.028596122,0.02693873,0.027640097,0.027703993,0.028049923,0.026924122,0.026098147,0.027470844,0.027686488,0.028596241,0.028615452,0.028514951,0.027564567,0.02675905,0.028270155,0.023780089,0.028104436,0.027152207
6438,0.031013705,0.031175947,0.030896436,0.031066816,0.031199157,0.030950382,0.031212937,0.031226296,0.030919774,0.030685812,0.031047052,0.029814327,0.029719353,0.02995649,0.0303044,0.030103143,0.028112281,0.031131653,0.030689862,0.030251537,0.030567747,0.030837055,0.029758504,0.029397873,0.030339502,0.030861773,0.031694755,0.031422738,0.031843796,0.03026544,0.029603515,0.030677695,0.027822677,0.031013042,0.030145114
6439,0.03389728,0.034314677,0.034301452,0.034241173,0.03412717,0.034031507,0.034097787,0.03375653,0.033780415,0.033910107,0.033661757,0.03257119,0.032552637,0.032941394,0.03327605,0.03321314,0.03124256,0.03419849,0.033709902,0.033198632,0.033546876,0.03354191,0.032725643,0.031805214,0.032874275,0.03390619,0.034638554,0.034230974,0.034481335,0.033451457,0.032795846,0.033373535,0.03324999,0.033488594,0.032946955
6440,0.037529126,0.037913274,0.03799288,0.03787711,0.03768094,0.03763855,0.037763603,0.036772188,0.037209474,0.037582718,0.03648725,0.035880648,0.035654474,0.036223836,0.03658737,0.03691189,0.034974523,0.0376823,0.03701413,0.036745436,0.037091404,0.0368094,0.036178224,0.0350915,0.03615869,0.037025668,0.037766635,0.037724957,0.03706841,0.037264753,0.036767863,0.0369382,0.037108712,0.03678626,0.03609255
6441,0.045465373,0.047300138,0.04576669,0.04633767,0.04561916,0.046398103,0.046031654,0.044635445,0.044877246,0.04629436,0.044728957,0.045677852,0.04182083,0.04482042,0.045552053,0.045489497,0.042587336,0.04571808,0.044729076,0.04523232,0.046755113,0.04507023,0.04543481,0.04540958,0.04493182,0.045151453,0.046986327,0.04595375,0.043730225,0.04621025,0.04663518,0.041104957,0.037975803,0.044011213,0.039719686
6442,0.048732806,0.050560843,0.048838325,0.049781255,0.048719563,0.049787425,0.04932513,0.047888987,0.04822736,0.049677886,0.04822518,0.04912644,0.044788793,0.04814073,0.048650324,0.049001582,0.045757454,0.04931084,0.047640182,0.048643712,0.050193794,0.04843413,0.048842367,0.049067535,0.04860019,0.048401617,0.050082717,0.04917346,0.048801787,0.049209632,0.04959554,0.047417536,0.043131247,0.047533832,0.042469688
6443,0.05525711,0.05629213,0.05517874,0.05647301,0.054724537,0.056055054,0.05587002,0.054583028,0.054691147,0.05580604,0.055240437,0.055177443,0.050604805,0.05491086,0.055772603,0.055481806,0.052644633,0.056121066,0.05413767,0.05520262,0.057285413,0.055159226,0.055486083,0.05562927,0.05513536,0.05404242,0.057150118,0.05572637,0.05541721,0.055652343,0.05654099,0.053048022,0.047467448,0.05441374,0.045156807
6444,0.054908544,0.056622885,0.05469333,0.055704765,0.05522061,0.055634722,0.055685885,0.05458399,0.054358736,0.055464327,0.054060835,0.055313215,0.05059991,0.05423791,0.05477332,0.05474128,0.05207576,0.05541981,0.053455148,0.05471582,0.0563995,0.054700255,0.054798976,0.055081666,0.054918405,0.054399945,0.05629111,0.055454746,0.05504036,0.055296093,0.055944696,0.053592607,0.05086919,0.05411452,0.048002835
6445,0.059626043,0.061440654,0.059126228,0.05997423,0.060063586,0.060001157,0.060426436,0.059378892,0.058878034,0.058685713,0.058554538,0.058896273,0.05468993,0.05814171,0.059614725,0.059454657,0.057324953,0.059566386,0.058761626,0.058629155,0.06115421,0.0591499,0.059417725,0.059126884,0.05943568,0.0579058,0.062018678,0.0597962,0.059118077,0.060147613,0.061046742,0.057965808,0.059735365,0.059064515,0.05022263
6446,0.06611729,0.06877316,0.06448576,0.0670091,0.06766288,0.06679414,0.067633614,0.0653304,0.06598889,0.06627097,0.065206364,0.066960976,0.058677584,0.06583376,0.06778572,0.066460036,0.062296547,0.06821235,0.06592196,0.066651635,0.068940654,0.06746725,0.065388136,0.06460955,0.066882715,0.0664637,0.07115696,0.067028984,0.06718968,0.06732824,0.06960851,0.064983025,0.06646219,0.06591613,0.052295
6447,0.06955001,0.072280556,0.06791503,0.070647925,0.07084919,0.070223846,0.07105707,0.06834245,0.06934027,0.06970572,0.068700306,0.070598505,0.061412856,0.069670364,0.071109116,0.06949272,0.065483466,0.07150972,0.06935381,0.06992173,0.07240175,0.07081681,0.069051445,0.0682604,0.07060413,0.0696743,0.074745625,0.07048513,0.070413806,0.070397355,0.07195455,0.068370365,0.06811635,0.07002905,0.053114142
6448,0.08322955,0.08588424,0.08195119,0.084232576,0.08457299,0.083732545,0.08419034,0.081092894,0.08311143,0.08316828,0.081715755,0.08408053,0.07324878,0.08321032,0.08464206,0.08291201,0.07907377,0.084769845,0.08296884,0.083428346,0.085478686,0.08434266,0.0822641,0.081150606,0.08323322,0.08296276,0.0881958,0.083792165,0.08397073,0.08339364,0.08384217,0.081006795,0.07995202,0.08291685,0.06301777
6449,0.10296936,0.10526655,0.10133502,0.10398113,0.104473,0.10373901,0.10386764,0.10059778,0.10289887,0.10305086,0.1018961,0.103944115,0.09269128,0.10324603,0.10458158,0.10256993,0.09903513,0.104330845,0.102540426,0.10337206,0.10471938,0.10422552,0.10171093,0.10048815,0.10258462,0.103031896,0.10754358,0.10359667,0.103588045,0.1027342,0.10326463,0.1005474,0.09725792,0.10262235,0.08120262
6450,0.10287854,0.105183326,0.10122715,0.10388049,0.10439346,0.10365922,0.103791974,0.100542225,0.10279807,0.102976725,0.10189555,0.10387468,0.09271738,0.10314947,0.104566544,0.10255205,0.098946996,0.104232594,0.10244602,0.103283234,0.104615696,0.10413455,0.101654544,0.10033506,0.10248515,0.10291289,0.10740932,0.10350637,0.10339291,0.10276907,0.10339647,0.100565866,0.097747736,0.10249897,0.081095755
6451,0.09099652,0.09328129,0.0892565,0.091835424,0.092341006,0.09167894,0.09167609,0.08868726,0.090736285,0.09096933,0.08956132,0.091876954,0.08065865,0.09111698,0.09256895,0.09059828,0.086805664,0.09236143,0.090326495,0.09125272,0.09256394,0.092122935,0.08953735,0.0881461,0.09052333,0.0908636,0.095599376,0.091439374,0.09137083,0.09073273,0.09156703,0.088512674,0.08590337,0.09007441,0.06931734
6452,0.079345666,0.08176191,0.07769236,0.08017137,0.08063809,0.0800521,0.07972404,0.077364884,0.0790822,0.07930936,0.077602506,0.080161914,0.06926303,0.07952384,0.08094908,0.079051614,0.07511078,0.080825604,0.07870061,0.079627454,0.08097077,0.08049121,0.0778503,0.076828,0.07891059,0.07909277,0.08389525,0.07985668,0.07975853,0.07899957,0.080302164,0.07668954,0.07487006,0.07794766,0.059400566
6453,0.062271744,0.06404611,0.061952114,0.062582664,0.06280545,0.06239351,0.06205371,0.060317077,0.06184908,0.061661467,0.06071668,0.06241122,0.059379563,0.06248404,0.06437848,0.061555482,0.06091015,0.06313731,0.062316738,0.06250771,0.063177496,0.062805764,0.062284343,0.062027447,0.06275785,0.061278656,0.067173526,0.061915822,0.06298155,0.061643183,0.063508205,0.059712455,0.059093304,0.06254789,0.05004003
6454,0.05353488,0.05501309,0.05287177,0.05338285,0.053900406,0.054015145,0.053926438,0.053566955,0.053023793,0.054102138,0.05199091,0.05403348,0.050619207,0.053383276,0.054105744,0.053333774,0.05182852,0.054298468,0.053318515,0.05387778,0.05406814,0.05386968,0.052955627,0.052697383,0.05377669,0.052949212,0.056075126,0.054050982,0.05422418,0.05348581,0.053495787,0.0523614,0.05220467,0.053188704,0.041471764
6455,0.04724071,0.048667952,0.046530798,0.047115438,0.047715895,0.047771223,0.04796858,0.047467157,0.047050603,0.047720782,0.04603198,0.047865495,0.04472755,0.04690656,0.04783421,0.047054127,0.04582423,0.047860034,0.046597876,0.047718704,0.048023865,0.047542952,0.046876937,0.046962976,0.047680765,0.046502396,0.050088137,0.04768341,0.047835656,0.04721547,0.04737752,0.046332113,0.046683215,0.04699724,0.035094418
6456,0.04554759,0.046898775,0.04493417,0.045610286,0.045951046,0.046053626,0.04618495,0.04573425,0.045342334,0.046253502,0.04411476,0.046269737,0.0426341,0.0453811,0.04598686,0.045460127,0.044199087,0.046081036,0.0445154,0.0461843,0.046530105,0.04596757,0.045113795,0.04517933,0.04600367,0.045167863,0.04828415,0.045886904,0.045932487,0.04527867,0.045450546,0.04425349,0.044582143,0.045184746,0.033254802
6457,0.043265767,0.04478319,0.042556576,0.043331675,0.043603733,0.04374449,0.043808475,0.04340571,0.04303866,0.04400172,0.041738518,0.043821655,0.040172815,0.04310503,0.043589264,0.04307528,0.041952074,0.043776736,0.042048573,0.043694265,0.044004448,0.043500565,0.042684257,0.042926677,0.043550365,0.042801946,0.04597106,0.043582864,0.043343112,0.04282769,0.042876564,0.04165134,0.04196299,0.04281383,0.030235397
6458,0.04130519,0.042956576,0.040538646,0.041479334,0.04160487,0.041741557,0.041920446,0.041580714,0.04126998,0.042062417,0.039845094,0.041757867,0.03823849,0.04127028,0.04167647,0.04127559,0.04013528,0.041959107,0.039712384,0.041737728,0.04209412,0.04150913,0.040820085,0.041224673,0.041742057,0.04090231,0.044197284,0.041669883,0.041242383,0.04078912,0.04160159,0.039690197,0.039278645,0.0403091,0.0277495
6459,0.040761292,0.042463697,0.039990656,0.040959157,0.04106082,0.041197456,0.04138743,0.0410849,0.04078144,0.041518703,0.03938485,0.041275166,0.03772085,0.040724955,0.040663905,0.040844157,0.039620005,0.0414635,0.039075986,0.04102721,0.041638374,0.0402036,0.04037065,0.040522844,0.04128179,0.040396966,0.04364904,0.04111091,0.040656842,0.040229112,0.04152134,0.039042912,0.03876877,0.03975387,0.027070118
6460,0.041715726,0.043308772,0.0409574,0.041844636,0.04202179,0.04215715,0.042306155,0.041951425,0.041627094,0.042468734,0.040232413,0.042178735,0.03860672,0.04164779,0.04206644,0.04157646,0.04050955,0.042308323,0.04044252,0.042117387,0.042424753,0.041925512,0.04113309,0.041526966,0.042042203,0.041265033,0.044546105,0.042073213,0.041702017,0.041220605,0.04143785,0.040105186,0.039405808,0.04073529,0.028284343
6461,0.03819727,0.039580166,0.0378239,0.038622513,0.03840234,0.03926921,0.038884915,0.039147682,0.03820753,0.039456032,0.03749474,0.03922183,0.035577163,0.038710825,0.038379125,0.03884671,0.0364917,0.038500056,0.037036397,0.03820709,0.0394378,0.03784143,0.037503935,0.037840053,0.037899554,0.037576176,0.04029669,0.038736068,0.03842979,0.038356587,0.04221286,0.036743633,0.036256254,0.037605897,0.025456546
6462,0.033164427,0.03457184,0.032323055,0.03336384,0.033503987,0.033827275,0.03341899,0.034063242,0.032712303,0.033892743,0.03228561,0.033939585,0.03091565,0.03267611,0.032895714,0.033561118,0.030540051,0.03342095,0.031709336,0.033063047,0.033442967,0.03268709,0.032516174,0.032143064,0.03260859,0.0326335,0.034627125,0.033429228,0.0329308,0.0326443,0.03487172,0.032231517,0.031788122,0.03217429,0.023516487
6463,0.033681683,0.03545834,0.033956878,0.03406723,0.034170054,0.034520403,0.03386887,0.034405634,0.03327705,0.03416092,0.033007063,0.034537494,0.031539448,0.033559017,0.0338241,0.03399536,0.031400777,0.034134977,0.032683134,0.033920676,0.034130186,0.03369318,0.03359811,0.033610806,0.033622637,0.034075707,0.035777412,0.034509227,0.034855545,0.033694,0.03399238,0.033986986,0.029206216,0.03298857,0.027333476
