Period,Scenario,LoadLevel,Technology,GWh
2030,sc01,01-04 23:00:00+01:00,Gas,0.9420583141750206
2030,sc01,01-04 23:00:00+01:00,Nuclear,0.0
2030,sc01,01-04 23:00:00+01:00,Coal,0.0
2030,sc01,02-22 00:00:00+01:00,Solar,0.0
2030,sc01,02-22 00:00:00+01:00,Wind,0.5668000000000001
2030,sc01,02-22 00:00:00+01:00,Oil,0.0
2030,sc01,02-22 00:00:00+01:00,Gas,0.5242980678480074
2030,sc01,02-22 00:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 00:00:00+01:00,Coal,0.0
2030,sc01,02-22 01:00:00+01:00,Solar,0.0
2030,sc01,02-22 01:00:00+01:00,Wind,0.5752
2030,sc01,02-22 01:00:00+01:00,Oil,0.0
2030,sc01,02-22 01:00:00+01:00,Gas,0.426301451356006
2030,sc01,02-22 01:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 01:00:00+01:00,Coal,0.0
2030,sc01,02-22 02:00:00+01:00,Solar,0.0
2030,sc01,02-22 02:00:00+01:00,Wind,0.5884
2030,sc01,02-22 02:00:00+01:00,Oil,0.0
2030,sc01,02-22 02:00:00+01:00,Gas,0.344313333647003
2030,sc01,02-22 02:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 02:00:00+01:00,Coal,0.0
2030,sc01,02-22 03:00:00+01:00,Solar,0.0
2030,sc01,02-22 03:00:00+01:00,Wind,0.5816
2030,sc01,02-22 03:00:00+01:00,Oil,0.0
2030,sc01,02-22 03:00:00+01:00,Gas,0.3093984990979943
2030,sc01,02-22 03:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 03:00:00+01:00,Coal,0.0
2030,sc01,02-22 04:00:00+01:00,Solar,0.0
2030,sc01,02-22 04:00:00+01:00,Wind,0.5984
2030,sc01,02-22 04:00:00+01:00,Oil,0.0
2030,sc01,02-22 04:00:00+01:00,Gas,0.27914877258107906
2030,sc01,02-22 04:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 04:00:00+01:00,Coal,0.0
2030,sc01,02-22 05:00:00+01:00,Solar,0.0
2030,sc01,02-22 05:00:00+01:00,Wind,0.6312
2030,sc01,02-22 05:00:00+01:00,Oil,0.0
2030,sc01,02-22 05:00:00+01:00,Gas,0.24708768633502323
2030,sc01,02-22 05:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 05:00:00+01:00,Coal,0.0
2030,sc01,02-22 06:00:00+01:00,Solar,0.0
2030,sc01,02-22 06:00:00+01:00,Wind,0.656
2030,sc01,02-22 06:00:00+01:00,Oil,0.0
2030,sc01,02-22 06:00:00+01:00,Gas,0.23712341777902957
2030,sc01,02-22 06:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 06:00:00+01:00,Coal,0.0
2030,sc01,02-22 07:00:00+01:00,Solar,0.10919999999999999
2030,sc01,02-22 07:00:00+01:00,Wind,0.654
2030,sc01,02-22 07:00:00+01:00,Oil,0.0
2030,sc01,02-22 07:00:00+01:00,Gas,0.1570627582100025
2030,sc01,02-22 07:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 07:00:00+01:00,Coal,0.0
2030,sc01,02-22 08:00:00+01:00,Solar,0.35690430724500033
2030,sc01,02-22 08:00:00+01:00,Wind,0.5752
2030,sc01,02-22 08:00:00+01:00,Oil,0.0
2030,sc01,02-22 08:00:00+01:00,Gas,0.0
2030,sc01,02-22 08:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 08:00:00+01:00,Coal,0.0
2030,sc01,02-22 09:00:00+01:00,Solar,0.682
2030,sc01,02-22 09:00:00+01:00,Wind,0.4204
2030,sc01,02-22 09:00:00+01:00,Oil,0.0
2030,sc01,02-22 09:00:00+01:00,Gas,0.0
2030,sc01,02-22 09:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 09:00:00+01:00,Coal,0.0
2030,sc01,02-22 10:00:00+01:00,Solar,0.8444
2030,sc01,02-22 10:00:00+01:00,Wind,0.32199999999999995
2030,sc01,02-22 10:00:00+01:00,Oil,0.0
2030,sc01,02-22 10:00:00+01:00,Gas,0.0
2030,sc01,02-22 10:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 10:00:00+01:00,Coal,0.0
2030,sc01,02-22 11:00:00+01:00,Solar,0.9348000000000001
2030,sc01,02-22 11:00:00+01:00,Wind,0.31720000000000004
2030,sc01,02-22 11:00:00+01:00,Oil,0.0
2030,sc01,02-22 11:00:00+01:00,Gas,0.0
2030,sc01,02-22 11:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 11:00:00+01:00,Coal,0.0
2030,sc01,02-22 12:00:00+01:00,Solar,0.9508000000000001
