Period,Scenario,LoadLevel,MEUR
2030,sc01,05-03 18:00:00+02:00,0.02142731755678136
2030,sc01,05-03 19:00:00+02:00,0.022131165226590397
2030,sc01,05-03 20:00:00+02:00,0.022327992607537515
2030,sc01,05-03 21:00:00+02:00,0.02189451008777875
2030,sc01,05-03 22:00:00+02:00,0.020949940771637445
2030,sc01,05-03 23:00:00+02:00,0.020098954262023013
2030,sc01,05-10 00:00:00+02:00,0.018413551252154367
2030,sc01,05-10 01:00:00+02:00,0.0177857870893307
2030,sc01,05-10 02:00:00+02:00,0.01750760564272798
2030,sc01,05-10 03:00:00+02:00,0.01739204583297564
2030,sc01,05-10 04:00:00+02:00,0.017198631794384318
2030,sc01,05-10 05:00:00+02:00,0.017257020590378414
2030,sc01,05-10 06:00:00+02:00,0.01749467747921279
2030,sc01,05-10 07:00:00+02:00,0.017500618864170432
2030,sc01,05-10 08:00:00+02:00,0.01723492460765968
2030,sc01,05-10 09:00:00+02:00,0.01684943985650266
2030,sc01,05-10 10:00:00+02:00,0.016642823342739883
2030,sc01,05-10 11:00:00+02:00,0.016510114569677763
2030,sc01,05-10 12:00:00+02:00,0.01648115897820857
2030,sc01,05-10 13:00:00+02:00,0.016840259177524873
2030,sc01,05-10 14:00:00+02:00,0.017098815427369466
2030,sc01,05-10 15:00:00+02:00,0.01763025892686177
2030,sc01,05-10 16:00:00+02:00,0.018710875007551246
2030,sc01,05-10 17:00:00+02:00,0.019610502037279404
2030,sc01,05-10 18:00:00+02:00,0.02084864442516591
2030,sc01,05-10 19:00:00+02:00,0.022172998369445175
2030,sc01,05-10 20:00:00+02:00,0.022159503501570678
2030,sc01,05-10 21:00:00+02:00,0.021425735735121403
2030,sc01,05-10 22:00:00+02:00,0.020003094082949813
2030,sc01,05-10 23:00:00+02:00,0.018622349171894783
2030,sc01,05-11 00:00:00+02:00,0.07147557966845465
2030,sc01,05-11 01:00:00+02:00,0.07035496349847417
2030,sc01,05-11 02:00:00+02:00,0.07072493227651228
2030,sc01,05-11 03:00:00+02:00,0.07159145094800709
