,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
,Node_8,Node_8,Node_4,Node_4,Node_4,Node_4,Node_4,Node_4,Node_3,Node_3,Node_3,Node_3,Node_3,Node_1,Node_3,Node_1,Node_1,Node_6,Node_6,Node_6,Node_2,Node_2,Node_2,Node_6,Node_6,Node_6,Node_4,Node_4,Node_2,Node_4,Node_2,Node_2,Node_7,Node_7,Node_8,Node_7
,Node_9,Node_9,Node_5,Node_9,Node_9,Node_5,Node_9,Node_5,Node_6,Node_6,Node_6,Node_4,Node_4,Node_6,Node_4,Node_6,Node_6,Node_8,Node_8,Node_8,Node_6,Node_6,Node_6,Node_7,Node_7,Node_7,Node_6,Node_6,Node_3,Node_6,Node_3,Node_3,Node_8,Node_8,Node_9,Node_8
,cac3,cac2,cac1,cac2,cac1,cac3,cac3,cac2,cac2,cac1,cac3,cac1,cac3,cac1,cac2,cac3,cac2,cac1,cac3,cac2,cac1,cac3,cac2,cac2,cac1,cac3,cac1,cac2,cac1,cac3,cac2,cac3,cac2,cac1,cac1,cac3
LoadLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33749329450000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6005989813499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1854233980169004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34738090316666687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7379490312166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762228436506232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33924823800000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491212460833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217416061666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455801252666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28871870550000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6650454169833335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26571182383333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34835053026666696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543902978333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6477338504833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14516655362624578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215275886666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05780722149333356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4161344092806668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3679051816666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7065672452100004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3444274614999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5779919792333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672099463333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3692798083666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776008176666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059314463733333364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10631158716666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03230433450000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011138003499999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16672872850000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002901455866666745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094784033333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17748088157833336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153696397991369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707088110000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24616388927083357,1.0,0.0,0.0,0.0,0.06118409233333351,0.0,0.0,0.0,0.0,0.0,0.5279825761933339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3890073075000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12490219203333347,1.0,0.0,0.0,0.0,0.21206310300000017,0.0,0.0,0.0,0.0,0.0,0.42214582246500026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40460918350000014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.011193831008333502,1.0,0.0,0.0,0.0,0.320177523114286,0.0,0.0,0.0,0.0,0.0,0.350713585286905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4206176928333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7497279875000002,0.0,0.0,0.0,0.3618763685460319,0.0,0.0,0.0,0.0,0.0,0.28464755449761914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106658788333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5801928915833336,0.0,0.0,0.0,0.3673921496603177,0.0,0.0,0.0,0.0,0.0,0.20915192472619082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3871881588333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5981351565,0.0,0.0,0.0,0.3710679556269842,0.0,0.0,0.0,0.0,0.0,0.19745055473452391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35144723566666675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6983775038333335,0.0,0.0,0.0,0.37976644359365097,0.0,0.0,0.0,0.0,0.0,0.19088815033452372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173328456666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8387700249166667,0.0,0.0,0.0,0.3145650150492064,0.0,0.0,0.0,0.0,0.0,0.24035774257952391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29781444933333345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08680362685833337,1.0,0.0,0.0,0.0,0.38888704980158745,0.0,0.0,0.0,0.0,0.0,0.37837852272178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34607539633333345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29652151591000003,1.0,0.0,0.0,0.0,0.4939183867444444,0.0,0.0,0.0,0.0,0.0,0.5871707357139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3937798978333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999949998833335,1.0,0.0,0.0,0.0,0.44334164522698416,0.0,0.0,0.0,0.0,0.0,0.11465280493919049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00861404608211918,0.3428009285000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5667308688333332,0.0,0.0,0.0,0.32900957967061506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25464711883333346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.014255456371666704,1.0,0.0,0.0,0.0,0.16060840137301585,0.0,0.0,0.0,0.0,0.0,0.3841638546670597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755034461666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6964841463666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10311718560524347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1331065786666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38978432336166663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-07 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049896573333333416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5603316890283333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056440078988333246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006065788666666702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15848905466666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31054849083333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13517262129833343,1.0,0.0,0.0,0.0,0.19065699032539674,0.0,0.0,0.0,0.0,0.0,0.31619739573848804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3427367233333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17815882537833344,1.0,0.0,0.0,0.0,0.3490308064460318,0.0,0.0,0.0,0.0,0.0,0.44471850791428597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33843497150000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.034415053458333414,1.0,0.0,0.0,0.0,0.42225774341746064,0.0,0.0,0.0,0.0,0.0,0.33065738247714277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3397618800000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6919995956333336,0.0,0.0,0.0,0.4086680110222225,0.0,0.0,0.0,0.0,0.0,0.17770401236666677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429935443333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3188398840166665,0.0,0.0,0.0,0.32783586342063514,0.0,0.0,0.0,0.0,0.0,0.06099722150238056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341760231666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6778347260166672,0.0,0.0,0.0,0.34000361703101845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024372273333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6310500544166666,0.0,0.0,0.0,0.2592616869347215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681516233333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6443210678333332,0.0,0.0,0.0,0.18767800139722204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545401101666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3034550317500001,0.0,0.0,0.0,0.10782075341481462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24225550550000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6201260043666669,0.0,0.0,0.0,0.141941880825397,0.0,0.0,0.0,0.0,0.0,0.10079651570440495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29156513816666674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0015318782391666892,1.0,0.0,0.0,0.0,0.1872153474126984,0.0,0.0,0.0,0.0,0.0,0.2835838139670353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191733961666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5927450044766668,0.0,0.0,0.0,0.06686381984620353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.018107101746900833,0.2813565033333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4775708636833331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.01085767609056559,0.20662159116666673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29972747161666685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12818417616666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01274577202333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09447641933333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02447129400000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31301694243999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026461656666666722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41238872046666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08520946133333338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2692660545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11833937100000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4969888576833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1584462511666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825030453999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14014775450000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09948442883333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06984300466666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05207955183333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-09 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03512936566666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945646837000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
