,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
,Node_8,Node_8,Node_4,Node_4,Node_4,Node_4,Node_4,Node_4,Node_3,Node_3,Node_3,Node_3,Node_3,Node_1,Node_3,Node_1,Node_1,Node_6,Node_6,Node_6,Node_2,Node_2,Node_2,Node_6,Node_6,Node_6,Node_4,Node_4,Node_2,Node_4,Node_2,Node_2,Node_7,Node_7,Node_8,Node_7
,Node_9,Node_9,Node_5,Node_9,Node_9,Node_5,Node_9,Node_5,Node_6,Node_6,Node_6,Node_4,Node_4,Node_6,Node_4,Node_6,Node_6,Node_8,Node_8,Node_8,Node_6,Node_6,Node_6,Node_7,Node_7,Node_7,Node_6,Node_6,Node_3,Node_6,Node_3,Node_3,Node_8,Node_8,Node_9,Node_8
,cac3,cac2,cac1,cac2,cac1,cac3,cac3,cac2,cac2,cac1,cac3,cac1,cac3,cac1,cac2,cac3,cac2,cac1,cac3,cac2,cac1,cac3,cac2,cac2,cac1,cac3,cac1,cac2,cac1,cac3,cac2,cac3,cac2,cac1,cac1,cac3
LoadLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08788011901166674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889321305266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615057253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3017639505166669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015824986833333315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15214284928333313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010538754500000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049797833166666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481164091666687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2056685712333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795755042333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008698203999999987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5586422796483337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08270545666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3063860087100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638291128333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820604045666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008698203999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21085338808333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025144153650000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-03 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09518817792333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12319756833333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539454440099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776540005000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2464167005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4098119128139499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31365174450000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34238186984166674,1.0,0.0,0.0,0.0,0.15202547423809543,0.0,0.0,0.0,0.0,0.0,0.6429587837961902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324502432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23783393507500025,1.0,0.0,0.0,0.0,0.19189974569841273,0.0,0.0,0.0,0.0,0.0,0.6268938408007145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3264713930000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10443092638083333,1.0,0.0,0.0,0.0,0.16814064902698425,0.0,0.0,0.0,0.0,0.0,0.556407860267857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33188603583333337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9166348862800002,0.0,0.0,0.0,0.08651523309206341,0.0,0.0,0.0,0.0,0.0,0.4913809986802383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32043609950000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6892763726683336,0.0,0.0,0.0,0.00600158827142897,0.0,0.0,0.0,0.0,0.0,0.3886775943545238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30907177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6403144613449998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33720953018711836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28411732916666677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6403395642600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2589536323489719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27536401316666675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7353052496366662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870887493323673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280607442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020334026945833368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671327942002645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412386008333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19513805620666683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866371588204808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38693133783333344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9084674866416664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1610780598754764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0090332143222948,0.3455617543333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6517165657833329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25661607983333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747214400533335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058104350000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03356558336499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12172084750000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-04 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05237917633333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018496438333333773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16854787716666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123462378333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13903477520083332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3943018665161266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35542796133333343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19144013796500017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076147353070095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36831181500000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03924557597166696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163949418073365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38468415400000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7597434383333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223867978038163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38153809666666677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3716888996933334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665871060411841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3703663829999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665593843605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428739743644388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34710268033333336,0.0,0.0,0.0,0.0,0.0,0.0,0.13491982585445494,0.0,0.029228221045000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3222552481666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25187280228333303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10055376835194678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993339736666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43332559661500036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16222927925973538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759418605000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7742701786850003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31759603904441597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33620918950000017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08071234246250017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5461838501458843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37077301616666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7551959701683331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033328767059261175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0019566710395022236,0.3369796525000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003956233026666442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 20:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573437395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43961637860666647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890721558333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11878464849499981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 22:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345438933333341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200471000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026804084666666728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764023196666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29456138333333337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10868108730416662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32322732623489553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283761488333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1294371040666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4707559604852024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-06 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33098716233333336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9163439899333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266778650621341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
